;rec;lig;#dock;pdb_expr_rec;pdb_expr_lig;pdb_dock_rec;pdb_dock_lig;deviation
25687;2zch_H;3dgc_M;79;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_79.pdb;20.060439021281532
25688;3cwb_D;2e9x_A;0;-;-;-;-;-1.0
25689;3cwb_D;2e9x_B;0;-;-;-;-;-1.0
25690;2zch_H;2nl9_A;85;5mev_0_1_H_1.pdb;5mev_0_1_A_1.pdb;2zch_H.pdb;2nl9_A_85.pdb;31.573474457680156
25691;3cwb_D;2e9x_D;0;-;-;-;-;-1.0
25692;2zch_H;3dgc_M;80;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_80.pdb;23.52658396740609
25693;3cwb_D;2h0d_B;0;-;-;-;-;-1.0
25694;3cwb_D;2jz3_B;0;-;-;-;-;-1.0
25695;3cwb_D;2d1x_B;0;-;-;-;-;-1.0
25696;2zch_H;2nl9_A;86;5mev_0_1_H_1.pdb;5mev_0_1_A_1.pdb;2zch_H.pdb;2nl9_A_86.pdb;31.573460812735508
25697;3cwb_D;2jz3_C;0;-;-;-;-;-1.0
25698;3cwb_D;1r4m_I;0;-;-;-;-;-1.0
25699;2zch_H;3dgc_M;81;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_81.pdb;25.59112635655455
25700;3cwb_D;2nl9_A;0;-;-;-;-;-1.0
25701;3cwb_D;2nl9_B;0;-;-;-;-;-1.0
25702;2zch_H;2nl9_A;87;5mev_0_1_H_1.pdb;5mev_0_1_A_1.pdb;2zch_H.pdb;2nl9_A_87.pdb;31.573469728720692
25703;3cwb_D;2nnw_B;0;-;-;-;-;-1.0
25704;2zch_H;3dgc_M;82;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_82.pdb;31.47804082727024
25705;3cwb_D;2o8a_A;0;-;-;-;-;-1.0
25706;3cwb_D;2q7n_B;0;-;-;-;-;-1.0
25707;2zch_H;2nl9_A;88;5mev_0_1_H_1.pdb;5mev_0_1_A_1.pdb;2zch_H.pdb;2nl9_A_88.pdb;31.57345705435434
25708;2zch_H;3dgc_M;83;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_83.pdb;24.869232891552684
25709;3cwb_D;2r9p_A;0;-;-;-;-;-1.0
25710;3cwb_D;2vgl_B;0;-;-;-;-;-1.0
25711;2zch_H;2nl9_A;89;5mev_0_1_H_1.pdb;5mev_0_1_A_1.pdb;2zch_H.pdb;2nl9_A_89.pdb;31.57347197252944
25712;3cwb_D;3bc1_E;0;-;-;-;-;-1.0
25713;3cwb_D;3bt2_U;0;-;-;-;-;-1.0
25714;2zch_H;3dgc_M;84;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_84.pdb;23.824829962590186
25715;3cwb_D;3bc1_B;0;-;-;-;-;-1.0
25716;2zch_H;2nl9_A;90;5mev_0_1_H_1.pdb;5mev_0_1_A_1.pdb;2zch_H.pdb;2nl9_A_90.pdb;31.573470029730444
25717;3cwb_D;3d0g_E;0;-;-;-;-;-1.0
25718;3cwb_D;3d48_R;0;-;-;-;-;-1.0
25719;2zch_H;3dgc_M;85;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_85.pdb;23.52658396740609
25720;2zch_H;2nl9_A;91;5mev_0_1_H_1.pdb;5mev_0_1_A_1.pdb;2zch_H.pdb;2nl9_A_91.pdb;31.573470029730444
25721;3cwb_D;3d85_C;0;-;-;-;-;-1.0
25722;3cwb_D;3d48_P;0;-;-;-;-;-1.0
25723;2zch_H;3dgc_M;86;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_86.pdb;25.591116745130048
25724;2zch_H;2nl9_A;92;5mev_0_1_H_1.pdb;5mev_0_1_A_1.pdb;2zch_H.pdb;2nl9_A_92.pdb;31.573463880406262
25725;3cwb_D;3d85_D;0;-;-;-;-;-1.0
25726;3cwb_D;3d85_B;0;-;-;-;-;-1.0
25727;2zch_H;3dgc_M;87;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_87.pdb;20.06038939742847
25728;3cwb_E;1avo_B;0;-;-;-;-;-1.0
25729;3cwb_D;3dgc_M;0;-;-;-;-;-1.0
25730;2zch_H;3dgc_M;88;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_88.pdb;25.591106790414035
25731;3cwb_E;1avo_A;0;-;-;-;-;-1.0
25732;3cwb_D;3d0g_A;0;-;-;-;-;-1.0
25733;3cwb_D;3dgc_S;0;-;-;-;-;-1.0
25734;2zch_H;3dgc_M;89;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_89.pdb;25.59112106343958
25735;3cwb_E;2zl1_A;0;-;-;-;-;-1.0
25736;3cwb_D;3cwb_P;1;3cwb_0_1_D_1.pdb;3cwb_0_1_C_1.pdb;3cwb_D.pdb;3cwb_P_1.pdb;1.2860985400966356
25737;3cwb_E;2zl1_B;0;-;-;-;-;-1.0
25738;3cwb_E;3bpl_B;0;-;-;-;-;-1.0
25739;2zch_H;3dgc_M;90;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_90.pdb;25.59112106343958
25740;3cwb_E;3c66_A;0;-;-;-;-;-1.0
25741;3cwb_E;1atn_D;0;-;-;-;-;-1.0
25742;3cwb_D;3cwb_P;2;3cwb_0_1_D_1.pdb;3cwb_0_1_C_1.pdb;3cwb_D.pdb;3cwb_P_2.pdb;1.2860728018323422
25743;3cwb_E;1atn_A;0;-;-;-;-;-1.0
25744;2zch_H;3dgc_M;91;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_91.pdb;31.478033849724884
25745;3cwb_E;1efv_A;0;-;-;-;-;-1.0
25746;3cwb_D;3cwb_P;3;3cwb_0_1_D_1.pdb;3cwb_0_1_C_1.pdb;3cwb_D.pdb;3cwb_P_3.pdb;1.2860734056960736
25747;2zch_H;3dgc_M;92;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;2zch_H.pdb;3dgc_M_92.pdb;44.62526910953612
25748;3cwb_E;1kfu_L;0;-;-;-;-;-1.0
25749;3cwb_E;1kfu_S;0;-;-;-;-;-1.0
25750;3cwb_E;1m3d_C;0;-;-;-;-;-1.0
25751;3cwb_E;1m3d_E;0;-;-;-;-;-1.0
25752;3cwb_E;1m3d_G;0;-;-;-;-;-1.0
25753;3cwb_E;1m3d_H;0;-;-;-;-;-1.0
25754;3cwb_E;1m3d_L;0;-;-;-;-;-1.0
25755;3cwb_E;1mhw_A;0;-;-;-;-;-1.0
25756;3cwb_E;1mhw_C;0;-;-;-;-;-1.0
25757;3cwb_E;1nci_A;0;-;-;-;-;-1.0
25758;3cwb_E;1nci_B;0;-;-;-;-;-1.0
25759;3cwb_E;1efv_B;0;-;-;-;-;-1.0
25760;3cwb_E;1rkc_B;0;-;-;-;-;-1.0
25761;3cwb_E;1rkc_A;0;-;-;-;-;-1.0
25762;3cwb_E;1vyh_A;0;-;-;-;-;-1.0
25763;3cwb_E;1us7_A;0;-;-;-;-;-1.0
25764;3cwb_E;1vyh_C;0;-;-;-;-;-1.0
25765;3cwb_E;1wsu_B;0;-;-;-;-;-1.0
25766;3cwb_E;1wsu_C;0;-;-;-;-;-1.0
25767;3cwb_E;1wsu_D;0;-;-;-;-;-1.0
25768;3cwb_E;1wsu_A;0;-;-;-;-;-1.0
25769;3cwb_E;1yk1_E;0;-;-;-;-;-1.0
25770;3cwb_E;1yk1_A;0;-;-;-;-;-1.0
25771;3cwb_E;2bov_A;0;-;-;-;-;-1.0
25772;3cwb_E;2bov_B;0;-;-;-;-;-1.0
25773;3cwb_E;2c0l_A;0;-;-;-;-;-1.0
25774;3cwb_E;2c0l_B;0;-;-;-;-;-1.0
25775;3cwb_E;2c74_B;0;-;-;-;-;-1.0
25776;3cwb_E;1y8n_B;0;-;-;-;-;-1.0
25777;3cwb_E;2c74_A;0;-;-;-;-;-1.0
25778;3cwb_E;2dvw_B;0;-;-;-;-;-1.0
25779;3cwb_E;2dvw_A;0;-;-;-;-;-1.0
25780;3cwb_E;2gix_D;0;-;-;-;-;-1.0
25781;3cwb_E;1y8n_A;0;-;-;-;-;-1.0
25782;3cwb_E;2gix_A;0;-;-;-;-;-1.0
25783;3cwb_E;2gix_B;0;-;-;-;-;-1.0
25784;3cwb_E;2i1n_B;0;-;-;-;-;-1.0
25785;3cwb_E;2i32_E;0;-;-;-;-;-1.0
25786;3cwb_E;2i32_A;0;-;-;-;-;-1.0
25787;3cwb_E;2odb_A;0;-;-;-;-;-1.0
25788;3cwb_E;2p1m_A;0;-;-;-;-;-1.0
25789;3cwb_E;2pjy_C;0;-;-;-;-;-1.0
25790;3cwb_E;2pjy_B;0;-;-;-;-;-1.0
25791;3cwb_E;2nvu_C;0;-;-;-;-;-1.0
25792;3cwb_E;2pjy_A;0;-;-;-;-;-1.0
25793;3cwb_E;2i1n_A;0;-;-;-;-;-1.0
25794;3cwb_E;2q7n_A;0;-;-;-;-;-1.0
25795;3cwb_E;2rhk_A;0;-;-;-;-;-1.0
25796;3cwb_E;2rhk_C;0;-;-;-;-;-1.0
25797;3cwb_E;2r9p_E;0;-;-;-;-;-1.0
25798;3cwb_E;2z5h_B;0;-;-;-;-;-1.0
25799;3cwb_E;2z5h_I;0;-;-;-;-;-1.0
25800;3cwb_E;3brw_D;0;-;-;-;-;-1.0
25801;3cwb_E;3bt2_B;0;-;-;-;-;-1.0
25802;3cwb_E;3bt2_A;0;-;-;-;-;-1.0
25803;3cwb_E;3brw_B;0;-;-;-;-;-1.0
25804;3cwb_E;3d1m_A;0;-;-;-;-;-1.0
25805;3cwb_E;3byh_A;0;-;-;-;-;-1.0
25806;3cwb_E;3d1m_D;0;-;-;-;-;-1.0
25807;3cwb_E;3bpl_C;0;-;-;-;-;-1.0
25808;3cwb_E;3d2u_B;0;-;-;-;-;-1.0
25809;3cwb_E;3d2u_A;0;-;-;-;-;-1.0
25810;3cwb_E;1ezx_A;0;-;-;-;-;-1.0
25811;3cwb_E;1fnt_A;0;-;-;-;-;-1.0
25812;3cwb_E;1ezx_B;0;-;-;-;-;-1.0
25813;3cwb_E;1fnt_B;0;-;-;-;-;-1.0
25814;3cwb_E;1fnt_H;0;-;-;-;-;-1.0
25815;3cwb_E;1fnt_J;0;-;-;-;-;-1.0
25816;3cwb_E;1ezx_C;0;-;-;-;-;-1.0
25817;3cwb_E;1gl4_B;0;-;-;-;-;-1.0
25818;3cwb_E;1gl4_A;0;-;-;-;-;-1.0
25819;3cwb_E;1fnt_N;0;-;-;-;-;-1.0
25820;3cwb_E;1gc1_C;0;-;-;-;-;-1.0
25821;3cwb_E;1jjo_E;0;-;-;-;-;-1.0
25822;3cwb_E;1i7x_B;0;-;-;-;-;-1.0
25823;3cwb_E;1jjo_C;0;-;-;-;-;-1.0
25824;3cwb_E;1ku6_A;0;-;-;-;-;-1.0
25825;3cwb_E;1ku6_B;0;-;-;-;-;-1.0
25826;3cwb_E;1fnt_F;0;-;-;-;-;-1.0
25827;3cwb_E;1lya_B;0;-;-;-;-;-1.0
25828;3cwb_E;1lya_A;0;-;-;-;-;-1.0
25829;3cwb_E;1nt2_A;0;-;-;-;-;-1.0
25830;3cwb_E;1nme_A;0;-;-;-;-;-1.0
25831;3cwb_E;1i7x_A;0;-;-;-;-;-1.0
25832;3cwb_E;1pyo_A;0;-;-;-;-;-1.0
25833;3cwb_E;1jjo_A;0;-;-;-;-;-1.0
25834;3cwb_E;1pyo_B;0;-;-;-;-;-1.0
25835;3cwb_E;1i7x_C;0;-;-;-;-;-1.0
25836;3cwb_E;1ya5_A;0;-;-;-;-;-1.0
25837;3cwb_E;1ya5_T;0;-;-;-;-;-1.0
25838;3cwb_E;2c63_B;0;-;-;-;-;-1.0
25839;3cwb_E;2c63_C;0;-;-;-;-;-1.0
25840;3cwb_E;2e9w_A;0;-;-;-;-;-1.0
25841;3cwb_E;2e9w_C;0;-;-;-;-;-1.0
25842;3cwb_E;2gd4_H;0;-;-;-;-;-1.0
25843;3cwb_E;2gd4_L;0;-;-;-;-;-1.0
25844;3cwb_E;2iae_A;0;-;-;-;-;-1.0
25845;3cwb_E;2iae_B;0;-;-;-;-;-1.0
25846;3cwb_E;1nme_B;0;-;-;-;-;-1.0
25847;3cwb_E;2jjs_A;0;-;-;-;-;-1.0
25848;3cwb_E;2nna_A;0;-;-;-;-;-1.0
25849;3cwb_E;2nna_B;0;-;-;-;-;-1.0
25850;3cwb_E;2nvu_B;0;-;-;-;-;-1.0
25851;3cwb_E;2ot3_B;0;-;-;-;-;-1.0
25852;3cwb_E;2pav_P;0;-;-;-;-;-1.0
25853;3cwb_E;2p1m_B;0;-;-;-;-;-1.0
25854;3cwb_E;2pav_A;0;-;-;-;-;-1.0
25855;3cwb_E;2jjs_C;0;-;-;-;-;-1.0
25856;3cwb_E;2v8q_E;0;-;-;-;-;-1.0
25857;3cwb_E;2v8q_B;0;-;-;-;-;-1.0
25858;3cwb_E;2z3q_B;0;-;-;-;-;-1.0
25859;3cwb_E;2c63_D;0;-;-;-;-;-1.0
25860;3cwb_E;2z3q_C;0;-;-;-;-;-1.0
25861;3cwb_E;3c5j_B;0;-;-;-;-;-1.0
25862;3cwb_E;3c5j_A;0;-;-;-;-;-1.0
25863;3cwb_E;2v8q_A;0;-;-;-;-;-1.0
25864;3cwb_E;1aox_B;0;-;-;-;-;-1.0
25865;3cwb_E;1aox_A;0;-;-;-;-;-1.0
25866;3cwb_E;1apy_B;0;-;-;-;-;-1.0
25867;3cwb_E;1apy_A;0;-;-;-;-;-1.0
25868;3cwb_E;1ck4_A;0;-;-;-;-;-1.0
25869;3cwb_E;1ck4_B;0;-;-;-;-;-1.0
25870;3cwb_E;1f9e_B;0;-;-;-;-;-1.0
25871;3cwb_E;1f9e_A;0;-;-;-;-;-1.0
25872;3cwb_E;1ef1_A;0;-;-;-;-;-1.0
25873;3cwb_E;1ef1_C;0;-;-;-;-;-1.0
25874;3cwb_E;1ibc_B;0;-;-;-;-;-1.0
25875;3cwb_E;1lm5_A;0;-;-;-;-;-1.0
25876;3cwb_E;1ldk_A;0;-;-;-;-;-1.0
25877;3cwb_E;1m3d_A;0;-;-;-;-;-1.0
25878;3cwb_E;1ldk_B;0;-;-;-;-;-1.0
25879;3cwb_E;1m3d_B;0;-;-;-;-;-1.0
25880;3cwb_E;1m3d_F;0;-;-;-;-;-1.0
25881;3cwb_E;1m3d_D;0;-;-;-;-;-1.0
25882;3cwb_E;1ibc_A;0;-;-;-;-;-1.0
25883;3cwb_E;1r4m_I;0;-;-;-;-;-1.0
25884;3cwb_E;1r4m_B;0;-;-;-;-;-1.0
25885;3cwb_E;1us7_B;0;-;-;-;-;-1.0
25886;3cwb_E;1ydi_B;0;-;-;-;-;-1.0
25887;3cwb_E;1rf3_A;0;-;-;-;-;-1.0
25888;3cwb_E;2c9w_C;0;-;-;-;-;-1.0
25889;3cwb_E;2c63_A;0;-;-;-;-;-1.0
25890;3cwb_E;2d1x_A;0;-;-;-;-;-1.0
25891;3cwb_E;2d1x_B;0;-;-;-;-;-1.0
25892;3cwb_E;2d1x_C;0;-;-;-;-;-1.0
25893;3cwb_E;2djg_A;0;-;-;-;-;-1.0
25894;3cwb_E;2djg_B;0;-;-;-;-;-1.0
25895;3cwb_E;2djg_C;0;-;-;-;-;-1.0
25896;3cwb_E;2e9x_B;0;-;-;-;-;-1.0
25897;3cwb_E;1ydi_A;0;-;-;-;-;-1.0
25898;3cwb_E;2e9x_C;0;-;-;-;-;-1.0
25899;3cwb_E;2e9x_D;0;-;-;-;-;-1.0
25900;3cwb_E;2e9x_A;0;-;-;-;-;-1.0
25901;3cwb_E;2h0d_B;0;-;-;-;-;-1.0
25902;3cwb_E;1rf3_B;0;-;-;-;-;-1.0
25903;3cwb_E;2jz3_B;0;-;-;-;-;-1.0
25904;3cwb_E;2jz3_C;0;-;-;-;-;-1.0
25905;3cwb_E;2nnw_B;0;-;-;-;-;-1.0
25906;3cwb_E;2ot3_A;0;-;-;-;-;-1.0
25907;3cwb_E;2q7n_B;0;-;-;-;-;-1.0
25908;3cwb_E;2r9p_A;0;-;-;-;-;-1.0
25909;3cwb_E;2rgn_C;0;-;-;-;-;-1.0
25910;3cwb_E;2rgn_A;0;-;-;-;-;-1.0
25911;3cwb_E;2vgl_M;0;-;-;-;-;-1.0
25912;3cwb_E;2vgl_S;0;-;-;-;-;-1.0
25913;3cwb_E;2rgn_B;0;-;-;-;-;-1.0
25914;3cwb_E;2vgl_A;0;-;-;-;-;-1.0
25915;3cwb_E;2vp7_B;0;-;-;-;-;-1.0
25916;3cwb_E;2zch_P;0;-;-;-;-;-1.0
25917;3cwb_E;3bc1_E;0;-;-;-;-;-1.0
25918;3cwb_E;3bc1_B;0;-;-;-;-;-1.0
25919;3cwb_E;3bs5_B;0;-;-;-;-;-1.0
25920;3cwb_E;3bs5_A;0;-;-;-;-;-1.0
25921;3cwb_E;3ch5_B;0;-;-;-;-;-1.0
25922;3cwb_E;3bes_L;0;-;-;-;-;-1.0
25923;3cwb_E;3d48_R;0;-;-;-;-;-1.0
25924;3cwb_E;3d48_P;0;-;-;-;-;-1.0
25925;3cwb_E;1avf_P;0;-;-;-;-;-1.0
25926;3cwb_E;1avf_A;0;-;-;-;-;-1.0
25927;3cwb_E;2vp7_A;0;-;-;-;-;-1.0
25928;3cwb_E;1h2k_S;0;-;-;-;-;-1.0
25929;3cwb_E;1gc1_G;0;-;-;-;-;-1.0
25930;3cwb_E;1h2k_A;0;-;-;-;-;-1.0
25931;3cwb_E;1lm5_B;0;-;-;-;-;-1.0
25932;3cwb_E;3cwb_P;1;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_1.pdb;29.75331184851164
25933;3cwb_E;1li1_A;0;-;-;-;-;-1.0
25934;3cwb_E;1h6v_A;0;-;-;-;-;-1.0
25935;3cwb_E;3cwb_P;2;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_2.pdb;29.75331184851164
25936;3cwb_E;1li1_C;0;-;-;-;-;-1.0
25937;3cwb_E;1h6v_B;0;-;-;-;-;-1.0
25938;3cwb_E;1li1_F;0;-;-;-;-;-1.0
25939;3cwb_E;3cwb_P;3;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_3.pdb;29.75331184851164
25940;3cwb_E;1h6v_E;0;-;-;-;-;-1.0
25941;3cwb_E;1h6v_C;0;-;-;-;-;-1.0
25942;3cwb_E;1rvf_2;0;-;-;-;-;-1.0
25943;3cwb_E;1rvf_4;0;-;-;-;-;-1.0
25944;3cwb_E;3cwb_P;4;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_4.pdb;29.753308231815026
25945;3cwb_E;1shw_A;0;-;-;-;-;-1.0
25946;3cwb_E;1shw_B;0;-;-;-;-;-1.0
25947;3cwb_E;1rvf_3;0;-;-;-;-;-1.0
25948;3cwb_E;3cwb_P;5;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_5.pdb;29.753313411596633
25949;3cwb_E;2c35_B;0;-;-;-;-;-1.0
25950;3cwb_E;2c9w_A;0;-;-;-;-;-1.0
25951;3cwb_E;1li1_B;0;-;-;-;-;-1.0
25952;3cwb_E;2c35_A;0;-;-;-;-;-1.0
25953;3cwb_E;2nl9_A;0;-;-;-;-;-1.0
25954;3cwb_E;3cwb_P;6;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_6.pdb;29.753313411596633
25955;3cwb_E;2o8a_A;0;-;-;-;-;-1.0
25956;3cwb_E;2nl9_B;0;-;-;-;-;-1.0
25957;3cwb_E;2vgl_B;0;-;-;-;-;-1.0
25958;3cwb_E;3bt2_U;0;-;-;-;-;-1.0
25959;3cwb_E;3d85_C;0;-;-;-;-;-1.0
25960;3cwb_E;3d85_D;0;-;-;-;-;-1.0
25961;3cwb_E;3d85_B;0;-;-;-;-;-1.0
25962;3cwb_E;3dgc_M;0;-;-;-;-;-1.0
25963;3cwb_E;3dgc_S;0;-;-;-;-;-1.0
25964;3cwb_E;3d0g_A;0;-;-;-;-;-1.0
25965;2q7n_A;2rgn_A;0;-;-;-;-;-1.0
25966;3cwb_E;3d0g_E;0;-;-;-;-;-1.0
25967;2q7n_A;2rgn_C;0;-;-;-;-;-1.0
25968;2q7n_A;2vgl_M;0;-;-;-;-;-1.0
25969;2q7n_A;2vgl_B;0;-;-;-;-;-1.0
25970;2q7n_A;2vgl_S;0;-;-;-;-;-1.0
25971;2q7n_A;3brw_D;0;-;-;-;-;-1.0
25972;2q7n_A;3bs5_A;0;-;-;-;-;-1.0
25973;2q7n_A;3bs5_B;0;-;-;-;-;-1.0
25974;2q7n_A;3d1m_A;0;-;-;-;-;-1.0
25975;2q7n_A;3d2u_B;0;-;-;-;-;-1.0
25976;2q7n_A;3bt2_A;0;-;-;-;-;-1.0
25977;3cwb_T;1avo_B;0;-;-;-;-;-1.0
25978;3cwb_T;1atn_D;0;-;-;-;-;-1.0
25979;3cwb_T;1avo_A;0;-;-;-;-;-1.0
25980;3cwb_T;1atn_A;0;-;-;-;-;-1.0
25981;3cwb_T;1mhw_C;0;-;-;-;-;-1.0
25982;3cwb_T;1mhw_A;0;-;-;-;-;-1.0
25983;3cwb_T;1rkc_B;0;-;-;-;-;-1.0
25984;3cwb_T;1rkc_A;0;-;-;-;-;-1.0
25985;3cwb_T;1wsu_C;0;-;-;-;-;-1.0
25986;3cwb_T;1wsu_D;0;-;-;-;-;-1.0
25987;3cwb_T;1wsu_B;0;-;-;-;-;-1.0
25988;3cwb_T;1wsu_A;0;-;-;-;-;-1.0
25989;3cwb_T;1yk1_E;0;-;-;-;-;-1.0
25990;3cwb_T;1yk1_A;0;-;-;-;-;-1.0
25991;3cwb_T;2bov_B;0;-;-;-;-;-1.0
25992;3cwb_T;2i1n_B;0;-;-;-;-;-1.0
25993;3cwb_T;2i1n_A;0;-;-;-;-;-1.0
25994;3cwb_T;2p1m_A;0;-;-;-;-;-1.0
25995;3cwb_T;2q7n_A;0;-;-;-;-;-1.0
25996;3cwb_T;2rhk_A;0;-;-;-;-;-1.0
25997;3cwb_T;2rhk_C;0;-;-;-;-;-1.0
25998;3cwb_T;2bov_A;0;-;-;-;-;-1.0
25999;3cwb_T;2r9p_E;0;-;-;-;-;-1.0
26000;3cwb_T;2zl1_B;0;-;-;-;-;-1.0
26001;3cwb_T;2z5h_I;0;-;-;-;-;-1.0
26002;3cwb_T;2z5h_B;0;-;-;-;-;-1.0
26003;3cwb_T;2nvu_C;0;-;-;-;-;-1.0
26004;3cwb_T;3bt2_B;0;-;-;-;-;-1.0
26005;3cwb_T;3bpl_B;0;-;-;-;-;-1.0
26006;3cwb_T;3byh_A;0;-;-;-;-;-1.0
26007;3cwb_T;3bt2_A;0;-;-;-;-;-1.0
26008;3cwb_T;3c66_A;0;-;-;-;-;-1.0
26009;3cwb_T;3bpl_C;0;-;-;-;-;-1.0
26010;3cwb_T;2zl1_A;0;-;-;-;-;-1.0
26011;3cwb_T;3d1m_A;0;-;-;-;-;-1.0
26012;3cwb_T;3d1m_D;0;-;-;-;-;-1.0
26013;3cwb_T;3d2u_B;0;-;-;-;-;-1.0
26014;3cwb_T;3d2u_A;0;-;-;-;-;-1.0
26015;3cwb_T;1efv_A;0;-;-;-;-;-1.0
26016;3cwb_T;1fnt_A;0;-;-;-;-;-1.0
26017;3cwb_T;1fnt_B;0;-;-;-;-;-1.0
26018;3cwb_T;1fnt_H;0;-;-;-;-;-1.0
26019;3cwb_T;1fnt_F;0;-;-;-;-;-1.0
26020;3cwb_T;1fnt_J;0;-;-;-;-;-1.0
26021;3cwb_T;1efv_B;0;-;-;-;-;-1.0
26022;3cwb_T;1gl4_B;0;-;-;-;-;-1.0
26023;3cwb_T;1gl4_A;0;-;-;-;-;-1.0
26024;3cwb_T;1ku6_A;0;-;-;-;-;-1.0
26025;3cwb_T;1fnt_N;0;-;-;-;-;-1.0
26026;3cwb_T;1ku6_B;0;-;-;-;-;-1.0
26027;3cwb_T;1kfu_S;0;-;-;-;-;-1.0
26028;3cwb_T;1m3d_C;0;-;-;-;-;-1.0
26029;3cwb_T;1m3d_E;0;-;-;-;-;-1.0
26030;3cwb_T;1m3d_G;0;-;-;-;-;-1.0
26031;3cwb_T;1kfu_L;0;-;-;-;-;-1.0
26032;3cwb_T;1nci_A;0;-;-;-;-;-1.0
26033;3cwb_T;1m3d_H;0;-;-;-;-;-1.0
26034;3cwb_T;1m3d_L;0;-;-;-;-;-1.0
26035;3cwb_T;1nci_B;0;-;-;-;-;-1.0
26036;3cwb_T;1pyo_A;0;-;-;-;-;-1.0
26037;3cwb_T;1pyo_B;0;-;-;-;-;-1.0
26038;3cwb_T;1vyh_A;0;-;-;-;-;-1.0
26039;3cwb_T;1us7_A;0;-;-;-;-;-1.0
26040;3cwb_T;1vyh_C;0;-;-;-;-;-1.0
26041;3cwb_T;1y8n_B;0;-;-;-;-;-1.0
26042;3cwb_T;1ya5_A;0;-;-;-;-;-1.0
26043;3cwb_T;1y8n_A;0;-;-;-;-;-1.0
26044;3cwb_T;1ya5_T;0;-;-;-;-;-1.0
26045;3cwb_T;2c0l_B;0;-;-;-;-;-1.0
26046;3cwb_T;2c0l_A;0;-;-;-;-;-1.0
26047;3cwb_T;2c63_B;0;-;-;-;-;-1.0
26048;3cwb_T;2c63_C;0;-;-;-;-;-1.0
26049;3cwb_T;2c63_D;0;-;-;-;-;-1.0
26050;3cwb_T;2c74_B;0;-;-;-;-;-1.0
26051;3cwb_T;2c74_A;0;-;-;-;-;-1.0
26052;3cwb_T;2dvw_B;0;-;-;-;-;-1.0
26053;3cwb_T;2e9w_C;0;-;-;-;-;-1.0
26054;3cwb_T;2dvw_A;0;-;-;-;-;-1.0
26055;3cwb_T;2gd4_H;0;-;-;-;-;-1.0
26056;3cwb_T;2gd4_L;0;-;-;-;-;-1.0
26057;3cwb_T;2gix_D;0;-;-;-;-;-1.0
26058;3cwb_T;2gix_B;0;-;-;-;-;-1.0
26059;3cwb_T;2gix_A;0;-;-;-;-;-1.0
26060;3cwb_T;2i32_E;0;-;-;-;-;-1.0
26061;3cwb_T;2i32_A;0;-;-;-;-;-1.0
26062;3cwb_T;2nna_B;0;-;-;-;-;-1.0
26063;3cwb_T;2nvu_B;0;-;-;-;-;-1.0
26064;3cwb_T;2nna_A;0;-;-;-;-;-1.0
26065;3cwb_T;2odb_A;0;-;-;-;-;-1.0
26066;3cwb_T;2ot3_B;0;-;-;-;-;-1.0
26067;3cwb_T;2pav_P;0;-;-;-;-;-1.0
26068;3cwb_T;2pjy_B;0;-;-;-;-;-1.0
26069;3cwb_T;2pjy_C;0;-;-;-;-;-1.0
26070;3cwb_T;2pjy_A;0;-;-;-;-;-1.0
26071;3cwb_T;2v8q_E;0;-;-;-;-;-1.0
26072;3cwb_T;2z3q_C;0;-;-;-;-;-1.0
26073;3cwb_T;3brw_D;0;-;-;-;-;-1.0
26074;3cwb_T;3brw_B;0;-;-;-;-;-1.0
26075;3cwb_T;2p1m_B;0;-;-;-;-;-1.0
