;rec;lig;#dock;pdb_expr_rec;pdb_expr_lig;pdb_dock_rec;pdb_dock_lig;deviation
17850;2gez_B;2gez_B;57;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_57.pdb;9.745346155811573
17851;1nt2_A;2zl1_A;0;-;-;-;-;-1.0
17852;1nt2_A;3bc1_E;0;-;-;-;-;-1.0
17853;1nt2_A;3bc1_B;0;-;-;-;-;-1.0
17854;1nt2_A;3c5j_A;0;-;-;-;-;-1.0
17855;1iw0_C;1iw0_C;19;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_19.pdb;-2.0
17856;1nt2_A;3d2u_B;0;-;-;-;-;-1.0
17857;1nt2_A;3cwb_P;0;-;-;-;-;-1.0
17858;1yy9_C;3bt2_L;78;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_78.pdb;0.8607876035872766
17859;1nme_B;2zl1_A;0;-;-;-;-;-1.0
17860;1nme_B;2zl1_B;0;-;-;-;-;-1.0
17861;1nme_B;3bc1_B;0;-;-;-;-;-1.0
17862;1d8d_A;1d8d_B;7;1d8d_0_1_A_1.pdb;1d8d_0_1_B_1.pdb;1d8d_A.pdb;1d8d_B_7.pdb;29.18586856921021
17863;1nme_B;3bc1_E;0;-;-;-;-;-1.0
17864;1iw0_B;1iw0_C;53;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_53.pdb;-2.0
17865;3cwb_D;3cwb_J;155;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_155.pdb;16.067150354832883
17866;1nme_B;2vgl_B;0;-;-;-;-;-1.0
17867;2bdn_L;2v17_H;33;2bdn_0_1_L_2.pdb;2bdn_0_1_H_2.pdb;2bdn_L.pdb;2v17_H_33.pdb;15.719164943265847
17868;1nme_B;2vgl_M;0;-;-;-;-;-1.0
17869;1iw0_B;1iw0_B;66;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_66.pdb;-2.0
17870;2gez_B;2gez_B;58;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_58.pdb;20.084354709394262
17871;1nme_B;3bs5_B;0;-;-;-;-;-1.0
17872;1nme_B;3byh_A;0;-;-;-;-;-1.0
17873;1nme_B;3c5j_A;0;-;-;-;-;-1.0
17874;1iw0_C;1iw0_C;20;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_20.pdb;-2.0
17875;1nme_B;3d2u_B;0;-;-;-;-;-1.0
17876;1nme_A;2c0l_A;0;-;-;-;-;-1.0
17877;1nme_A;2d1x_A;0;-;-;-;-;-1.0
17878;1yy9_C;3bt2_L;79;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_79.pdb;0.8607876035872766
17879;1nme_A;2d1x_B;0;-;-;-;-;-1.0
17880;1nme_A;2d1x_C;0;-;-;-;-;-1.0
17881;1nme_A;2djg_A;0;-;-;-;-;-1.0
17882;3cwb_D;3cwb_J;156;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_156.pdb;25.59828711237414
17883;1nme_A;2djg_B;0;-;-;-;-;-1.0
17884;2gez_B;2gez_B;59;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_59.pdb;20.149822899476852
17885;1nme_A;2djg_C;0;-;-;-;-;-1.0
17886;1iw0_B;1iw0_C;54;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_54.pdb;-2.0
17887;1nme_A;2dvw_A;0;-;-;-;-;-1.0
17888;1nme_A;2e9w_C;0;-;-;-;-;-1.0
17889;1nme_A;2iae_A;0;-;-;-;-;-1.0
17890;1iw0_B;1iw0_B;67;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_67.pdb;-2.0
17891;2bdn_L;2v17_H;34;2bdn_0_1_L_2.pdb;2bdn_0_1_H_2.pdb;2bdn_L.pdb;2v17_H_34.pdb;17.129661458097864
17892;1iw0_C;1iw0_C;21;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_21.pdb;-2.0
17893;1nme_A;2odb_A;0;-;-;-;-;-1.0
17894;1nme_A;2ot3_A;0;-;-;-;-;-1.0
17895;1nme_A;2ot3_B;0;-;-;-;-;-1.0
17896;1nme_A;2pav_A;0;-;-;-;-;-1.0
17897;1d8d_A;1d8d_B;8;1d8d_0_1_A_1.pdb;1d8d_0_1_B_1.pdb;1d8d_A.pdb;1d8d_B_8.pdb;26.379890033347735
17898;2gez_B;2gez_B;60;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_60.pdb;19.342182003268
17899;1nme_A;2pjy_B;0;-;-;-;-;-1.0
17900;1yy9_C;3bt2_L;80;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_80.pdb;0.8607876035872766
17901;1nme_A;2vgl_M;0;-;-;-;-;-1.0
17902;3cwb_D;3cwb_J;157;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_157.pdb;16.067152149531942
17903;1nme_A;2vgl_B;0;-;-;-;-;-1.0
17904;1nme_A;2zl1_A;0;-;-;-;-;-1.0
17905;1nme_A;2zl1_B;0;-;-;-;-;-1.0
17906;1iw0_B;1iw0_C;55;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_55.pdb;-2.0
17907;1nme_A;3bc1_B;0;-;-;-;-;-1.0
17908;1nme_A;3bc1_E;0;-;-;-;-;-1.0
17909;1nme_A;3bs5_B;0;-;-;-;-;-1.0
17910;1nme_A;3byh_A;0;-;-;-;-;-1.0
17911;1iw0_B;1iw0_B;68;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_68.pdb;-2.0
17912;1nme_A;3c5j_A;0;-;-;-;-;-1.0
17913;1iw0_C;1iw0_C;22;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_22.pdb;-2.0
17914;2bdn_L;2v17_H;35;2bdn_0_1_L_2.pdb;2bdn_0_1_H_2.pdb;2bdn_L.pdb;2v17_H_35.pdb;15.719164943265847
17915;1nme_A;3d2u_B;0;-;-;-;-;-1.0
17916;2gez_B;2gez_B;61;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_61.pdb;21.582220123715363
17917;1nme_B;1rkc_A;0;-;-;-;-;-1.0
17918;1nme_B;1rkc_B;0;-;-;-;-;-1.0
17919;1nme_B;1us7_B;0;-;-;-;-;-1.0
17920;3cwb_D;3cwb_J;158;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_158.pdb;16.067150465621193
17921;1nme_B;1ydi_A;0;-;-;-;-;-1.0
17922;1nme_B;2c0l_A;0;-;-;-;-;-1.0
17923;1nme_B;2d1x_A;0;-;-;-;-;-1.0
17924;1iw0_B;1iw0_C;56;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_56.pdb;-2.0
17925;1yy9_C;3bt2_L;81;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_81.pdb;0.8607876035872766
17926;1nme_B;2d1x_B;0;-;-;-;-;-1.0
17927;1nme_B;2d1x_C;0;-;-;-;-;-1.0
17928;1iw0_B;1iw0_B;69;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_69.pdb;-2.0
17929;1nme_B;2djg_A;0;-;-;-;-;-1.0
17930;1nme_B;2djg_B;0;-;-;-;-;-1.0
17931;2gez_B;2gez_B;62;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_62.pdb;19.36061469154449
17932;1nme_B;2djg_C;0;-;-;-;-;-1.0
17933;1iw0_C;1iw0_C;23;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_23.pdb;-2.0
17934;1nme_B;2dvw_A;0;-;-;-;-;-1.0
17935;1nme_B;2e9w_C;0;-;-;-;-;-1.0
17936;2bdn_L;2v17_H;36;2bdn_0_1_L_2.pdb;2bdn_0_1_H_2.pdb;2bdn_L.pdb;2v17_H_36.pdb;17.93797575329862
17937;1nme_B;2iae_A;0;-;-;-;-;-1.0
17938;1d8d_A;1d8d_B;9;1d8d_0_1_A_1.pdb;1d8d_0_1_B_1.pdb;1d8d_A.pdb;1d8d_B_9.pdb;29.18584813051216
17939;3cwb_D;3cwb_J;159;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_159.pdb;16.0671444798067
17940;1nme_B;2odb_A;0;-;-;-;-;-1.0
17941;1nme_B;2ot3_A;0;-;-;-;-;-1.0
17942;1nme_B;2ot3_B;0;-;-;-;-;-1.0
17943;1nme_B;2pav_A;0;-;-;-;-;-1.0
17944;2gez_B;2gez_B;63;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_63.pdb;19.360613705878755
17945;1nme_B;2pjy_B;0;-;-;-;-;-1.0
17946;1iw0_B;1iw0_C;57;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_57.pdb;-2.0
17947;1nme_A;1rkc_B;0;-;-;-;-;-1.0
17948;1nme_A;1rkc_A;0;-;-;-;-;-1.0
17949;1yy9_C;3bt2_L;82;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_82.pdb;0.8607876035872766
17950;1iw0_B;1iw0_B;70;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_70.pdb;-2.0
17951;1nme_A;1us7_B;0;-;-;-;-;-1.0
17952;1iw0_C;1iw0_C;24;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_24.pdb;-2.0
17953;1nme_A;1ydi_A;0;-;-;-;-;-1.0
17954;1nci_A;2gix_A;0;-;-;-;-;-1.0
17955;3cwb_D;3cwb_J;160;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_160.pdb;16.06714277201682
17956;1nci_A;2gix_D;0;-;-;-;-;-1.0
17957;1nci_A;2gix_B;0;-;-;-;-;-1.0
17958;1nci_A;2pjy_C;0;-;-;-;-;-1.0
17959;2bdn_L;2v17_H;37;2bdn_0_1_L_2.pdb;2bdn_0_1_H_2.pdb;2bdn_L.pdb;2v17_H_37.pdb;17.93797575329862
17960;1nci_A;2pjy_B;0;-;-;-;-;-1.0
17961;2gez_B;2gez_B;64;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_64.pdb;20.764626501637057
17962;1nci_A;2jjs_A;0;-;-;-;-;-1.0
17963;1nci_A;2q7n_A;0;-;-;-;-;-1.0
17964;1nci_A;2jjs_C;0;-;-;-;-;-1.0
17965;1iw0_B;1iw0_C;58;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_58.pdb;-2.0
17966;1nci_A;2nl9_A;0;-;-;-;-;-1.0
17967;1iw0_B;1iw0_B;71;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_71.pdb;-2.0
17968;1nci_A;2nna_B;0;-;-;-;-;-1.0
17969;1nci_A;2z3q_B;0;-;-;-;-;-1.0
17970;1iw0_C;1iw0_C;25;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_25.pdb;-2.0
17971;1yy9_C;3bt2_L;83;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_83.pdb;0.8607876035872766
17972;3cwb_D;3cwb_J;161;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_161.pdb;16.0671444798067
17973;1nci_A;2z3q_C;0;-;-;-;-;-1.0
17974;1nci_A;3bpl_B;0;-;-;-;-;-1.0
17975;1nci_A;3bpl_C;0;-;-;-;-;-1.0
17976;1nci_A;3bt2_U;0;-;-;-;-;-1.0
17977;1d8d_A;1d8d_B;10;1d8d_0_1_A_1.pdb;1d8d_0_1_B_1.pdb;1d8d_A.pdb;1d8d_B_10.pdb;26.379880416403218
17978;2gez_B;2gez_B;65;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_65.pdb;13.190710977563407
17979;1nci_A;3c5j_A;0;-;-;-;-;-1.0
17980;1nci_A;3c5j_B;0;-;-;-;-;-1.0
17981;1nci_A;3cwb_P;0;-;-;-;-;-1.0
17982;2bdn_L;2v17_H;38;2bdn_0_1_L_2.pdb;2bdn_0_1_H_2.pdb;2bdn_L.pdb;2v17_H_38.pdb;17.93797575329862
17983;1nci_A;3d1m_D;0;-;-;-;-;-1.0
17984;1nci_A;3d0g_E;0;-;-;-;-;-1.0
17985;1nci_A;3d0g_A;0;-;-;-;-;-1.0
17986;1nci_A;3d2u_A;0;-;-;-;-;-1.0
17987;1iw0_B;1iw0_B;72;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_72.pdb;-2.0
17988;1iw0_B;1iw0_C;59;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_59.pdb;-2.0
17989;1nci_A;3d48_R;0;-;-;-;-;-1.0
17990;2gez_B;2gez_B;66;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_66.pdb;21.486023717879984
17991;3cwb_D;3cwb_J;162;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_162.pdb;16.067139550446473
17992;1nci_A;3dgc_S;0;-;-;-;-;-1.0
17993;1nci_B;1rf3_B;0;-;-;-;-;-1.0
17994;1iw0_C;1iw0_C;26;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_26.pdb;-2.0
17995;1nci_B;1shw_B;0;-;-;-;-;-1.0
17996;1nci_B;1yk1_A;0;-;-;-;-;-1.0
17997;1yy9_C;3bt2_L;84;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_84.pdb;0.8607876035872766
17998;1nci_B;2e9w_A;0;-;-;-;-;-1.0
17999;1nci_B;2e9w_C;0;-;-;-;-;-1.0
18000;1nci_B;2gix_A;0;-;-;-;-;-1.0
18001;1nci_B;2gix_B;0;-;-;-;-;-1.0
18002;1nci_B;2gix_D;0;-;-;-;-;-1.0
18003;2bdn_L;2v17_H;39;2bdn_0_1_L_2.pdb;2bdn_0_1_H_2.pdb;2bdn_L.pdb;2v17_H_39.pdb;17.93797575329862
18004;1nci_B;2jjs_C;0;-;-;-;-;-1.0
18005;1nci_B;2jjs_A;0;-;-;-;-;-1.0
18006;1iw0_B;1iw0_B;73;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_73.pdb;-2.0
18007;1iw0_B;1iw0_C;60;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_60.pdb;-2.0
18008;2gez_B;2gez_B;67;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_67.pdb;20.084354709394262
18009;3cwb_D;3cwb_J;163;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_163.pdb;16.0671444798067
18010;1nci_B;2nl9_A;0;-;-;-;-;-1.0
18011;1nci_B;2pjy_B;0;-;-;-;-;-1.0
18012;1nci_B;2nna_B;0;-;-;-;-;-1.0
18013;1iw0_C;1iw0_C;27;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_27.pdb;-2.0
18014;1nci_B;2pjy_C;0;-;-;-;-;-1.0
18015;1d8d_A;1d8d_B;11;1d8d_0_1_A_1.pdb;1d8d_0_1_B_1.pdb;1d8d_A.pdb;1d8d_B_11.pdb;26.37988382890116
18016;1nci_B;2q7n_A;0;-;-;-;-;-1.0
18017;1nci_B;2z3q_B;0;-;-;-;-;-1.0
18018;1nci_B;2z3q_C;0;-;-;-;-;-1.0
18019;1nci_B;3bpl_B;0;-;-;-;-;-1.0
18020;1yy9_C;3bt2_L;85;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_85.pdb;0.8607876035872766
18021;1nci_B;3bpl_C;0;-;-;-;-;-1.0
18022;1nci_B;3bt2_U;0;-;-;-;-;-1.0
18023;1nci_B;3c5j_B;0;-;-;-;-;-1.0
18024;2gez_B;2gez_B;68;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_68.pdb;21.486023717879984
18025;2bdn_L;2v17_H;40;2bdn_0_1_L_2.pdb;2bdn_0_1_H_2.pdb;2bdn_L.pdb;2v17_H_40.pdb;17.129661458097864
18026;3cwb_D;3cwb_J;164;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_164.pdb;16.067154748714305
18027;1nci_B;3c5j_A;0;-;-;-;-;-1.0
18028;1nci_B;3cwb_P;0;-;-;-;-;-1.0
18029;1iw0_B;1iw0_B;74;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_74.pdb;-2.0
18030;1iw0_B;1iw0_C;61;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_61.pdb;-2.0
18031;1nci_B;3d0g_E;0;-;-;-;-;-1.0
18032;1nci_B;3d1m_D;0;-;-;-;-;-1.0
18033;1iw0_C;1iw0_C;28;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_28.pdb;-2.0
18034;1nci_B;3d0g_A;0;-;-;-;-;-1.0
18035;1nci_B;3d2u_A;0;-;-;-;-;-1.0
18036;1nci_B;3d48_R;0;-;-;-;-;-1.0
18037;2gez_B;2gez_B;69;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_69.pdb;21.35983927473911
18038;1nci_B;3dgc_S;0;-;-;-;-;-1.0
18039;1nci_A;1rf3_B;0;-;-;-;-;-1.0
18040;1nci_A;1shw_B;0;-;-;-;-;-1.0
18041;1yy9_C;3bt2_L;86;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_86.pdb;0.8607876035872766
18042;1nci_A;1yk1_A;0;-;-;-;-;-1.0
18043;1nci_A;2e9w_A;0;-;-;-;-;-1.0
18044;1nci_A;2e9w_C;0;-;-;-;-;-1.0
18045;1iw0_B;1iw0_B;75;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_75.pdb;-2.0
18046;3cwb_D;3cwb_J;165;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_165.pdb;16.067149181784504
18047;1mhw_C;3c66_A;0;-;-;-;-;-1.0
18048;1iw0_B;1iw0_C;62;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_62.pdb;-2.0
18049;1iw0_C;1iw0_C;29;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_29.pdb;-2.0
18050;1mhw_C;3ch5_B;0;-;-;-;-;-1.0
18051;1mhw_C;3cwb_P;0;-;-;-;-;-1.0
18052;1d8d_A;1d8d_B;12;1d8d_0_1_A_1.pdb;1d8d_0_1_B_1.pdb;1d8d_A.pdb;1d8d_B_12.pdb;26.37988841288623
18053;2bdn_L;2v17_H;41;2bdn_0_1_L_2.pdb;2bdn_0_1_H_2.pdb;2bdn_L.pdb;2v17_H_41.pdb;16.282255431960102
18054;1mhw_C;3d2u_B;0;-;-;-;-;-1.0
18055;1mhw_C;2c0l_A;0;-;-;-;-;-1.0
18056;2gez_B;2gez_B;70;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_70.pdb;20.764626501637057
18057;1mhw_C;2c0l_B;0;-;-;-;-;-1.0
18058;1mhw_C;2c35_A;0;-;-;-;-;-1.0
18059;1mhw_C;2c35_B;0;-;-;-;-;-1.0
18060;1mhw_C;2c9w_C;0;-;-;-;-;-1.0
18061;1mhw_C;2dvw_B;0;-;-;-;-;-1.0
18062;1mhw_C;2e9w_A;0;-;-;-;-;-1.0
18063;1mhw_C;2e9x_B;0;-;-;-;-;-1.0
18064;3cwb_D;3cwb_J;166;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_166.pdb;16.06714774636762
18065;1yy9_C;3bt2_L;87;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_87.pdb;0.8607876035872766
18066;1mhw_C;2e9x_A;0;-;-;-;-;-1.0
18067;1iw0_C;1iw0_C;30;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_30.pdb;-2.0
18068;1iw0_B;1iw0_C;63;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_63.pdb;-2.0
18069;1mhw_C;2e9x_C;0;-;-;-;-;-1.0
18070;1iw0_B;1iw0_B;76;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_76.pdb;-2.0
18071;1mhw_C;2e9x_D;0;-;-;-;-;-1.0
18072;2gez_B;2gez_B;71;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_71.pdb;20.084325094527884
18073;1mhw_C;2h0d_B;0;-;-;-;-;-1.0
18074;1mhw_C;2i1n_A;0;-;-;-;-;-1.0
18075;1mhw_C;2i32_E;0;-;-;-;-;-1.0
18076;1mhw_C;2i1n_B;0;-;-;-;-;-1.0
18077;1mhw_C;2i32_A;0;-;-;-;-;-1.0
18078;1mhw_C;2jz3_B;0;-;-;-;-;-1.0
18079;3cwb_D;3cwb_J;167;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_167.pdb;16.067139804265715
18080;1mhw_C;2iae_B;0;-;-;-;-;-1.0
18081;1mhw_C;2jz3_C;0;-;-;-;-;-1.0
18082;1mhw_C;2nl9_A;0;-;-;-;-;-1.0
18083;2gez_B;2gez_B;72;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_72.pdb;9.745362175067525
18084;1mhw_C;2nnw_B;0;-;-;-;-;-1.0
18085;1mhw_C;2nl9_B;0;-;-;-;-;-1.0
18086;1iw0_B;1iw0_C;64;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_64.pdb;-2.0
18087;1iw0_C;1iw0_C;31;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_31.pdb;-2.0
18088;1yy9_C;3bt2_L;88;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_88.pdb;0.8607876035872766
18089;1iw0_B;1iw0_B;77;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_77.pdb;-2.0
18090;1d8d_A;1d8d_B;13;1d8d_0_1_A_1.pdb;1d8d_0_1_B_1.pdb;1d8d_A.pdb;1d8d_B_13.pdb;23.82580453715538
18091;1mhw_C;2o8a_A;0;-;-;-;-;-1.0
18092;1mhw_C;2nvu_B;0;-;-;-;-;-1.0
18093;1mhw_C;2ot3_B;0;-;-;-;-;-1.0
18094;1mhw_C;2ot3_A;0;-;-;-;-;-1.0
18095;1mhw_C;2p1m_A;0;-;-;-;-;-1.0
18096;1mhw_C;2p1m_B;0;-;-;-;-;-1.0
18097;3cwb_D;3cwb_J;168;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_168.pdb;16.06714774636762
18098;1mhw_C;2pav_P;0;-;-;-;-;-1.0
18099;2gez_B;2gez_B;73;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_73.pdb;20.30679613225092
18100;1mhw_C;2pjy_A;0;-;-;-;-;-1.0
18101;1mhw_C;2rgn_C;0;-;-;-;-;-1.0
18102;1mhw_C;2rhk_C;0;-;-;-;-;-1.0
18103;1mhw_C;2rhk_A;0;-;-;-;-;-1.0
18104;1iw0_C;1iw0_C;32;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_32.pdb;-2.0
18105;1iw0_B;1iw0_C;65;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_65.pdb;-2.0
18106;1mhw_C;2v8q_E;0;-;-;-;-;-1.0
18107;1mhw_C;2vgl_M;0;-;-;-;-;-1.0
18108;1iw0_B;1iw0_B;78;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_B_78.pdb;-2.0
18109;1mhw_C;2vp7_B;0;-;-;-;-;-1.0
18110;1mhw_C;2vp7_A;0;-;-;-;-;-1.0
18111;1yy9_C;3bt2_L;89;4jzj_0_1_B_1.pdb;4jzj_0_1_L_1.pdb;1yy9_C.pdb;3bt2_L_89.pdb;0.8607876035872766
18112;1mhw_C;2z3q_B;0;-;-;-;-;-1.0
18113;2gez_B;2gez_B;74;2gez_0_1_B_1.pdb;2gez_0_1_D_1.pdb;2gez_B.pdb;2gez_B_74.pdb;20.08437254370483
18114;3cwb_D;3cwb_J;169;3cwb_0_1_D_1.pdb;3cwb_0_1_J_1.pdb;3cwb_D.pdb;3cwb_J_169.pdb;16.067098813990988
18115;1mhw_C;2z3q_C;0;-;-;-;-;-1.0
18116;1mhw_C;2z5h_B;0;-;-;-;-;-1.0
18117;1mhw_C;2zch_P;0;-;-;-;-;-1.0
18118;1mhw_C;2z5h_I;0;-;-;-;-;-1.0
18119;1mhw_C;2zl1_A;0;-;-;-;-;-1.0
18120;1iw0_C;1iw0_C;33;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_C.pdb;1iw0_C_33.pdb;-2.0
18121;1iw0_B;1iw0_C;66;1wnw_0_4_B_1.pdb;1wnw_0_4_C_2.pdb;1iw0_B.pdb;1iw0_C_66.pdb;-2.0
18122;1mhw_C;3bc1_B;0;-;-;-;-;-1.0
18123;1d8d_A;1d8d_B;14;1d8d_0_1_A_1.pdb;1d8d_0_1_B_1.pdb;1d8d_A.pdb;1d8d_B_14.pdb;26.37988791388276
18124;1mhw_C;3bc1_E;0;-;-;-;-;-1.0
