;rec;lig;#dock;pdb_expr_rec;pdb_expr_lig;pdb_dock_rec;pdb_dock_lig;deviation
23113;3cwb_D;1li1_F;0;-;-;-;-;-1.0
23114;3cwb_D;1li1_B;0;-;-;-;-;-1.0
23115;3cwb_D;1li1_C;0;-;-;-;-;-1.0
23116;3cwb_D;1m3d_A;0;-;-;-;-;-1.0
23117;3cwb_D;1m3d_D;0;-;-;-;-;-1.0
23118;3cwb_D;1m3d_F;0;-;-;-;-;-1.0
23119;3cwb_D;1rf3_B;0;-;-;-;-;-1.0
23120;3cwb_D;1r4m_I;0;-;-;-;-;-1.0
23121;3cwb_D;1rvf_2;0;-;-;-;-;-1.0
23122;3cwb_D;1shw_A;0;-;-;-;-;-1.0
23123;3cwb_D;1shw_B;0;-;-;-;-;-1.0
23124;3cwb_D;1rvf_4;0;-;-;-;-;-1.0
23125;3cwb_D;1rvf_3;0;-;-;-;-;-1.0
23126;3cwb_D;1us7_B;0;-;-;-;-;-1.0
23127;3cwb_D;1rf3_A;0;-;-;-;-;-1.0
23128;3cwb_D;1ydi_B;0;-;-;-;-;-1.0
23129;3cwb_D;1ydi_A;0;-;-;-;-;-1.0
23130;3cwb_D;2c35_B;0;-;-;-;-;-1.0
23131;3cwb_D;2c9w_A;0;-;-;-;-;-1.0
23132;3cwb_D;2c35_A;0;-;-;-;-;-1.0
23133;3cwb_D;2d1x_A;0;-;-;-;-;-1.0
23134;3cwb_D;2d1x_B;0;-;-;-;-;-1.0
23135;3cwb_D;2c63_A;0;-;-;-;-;-1.0
23136;3cwb_D;2d1x_C;0;-;-;-;-;-1.0
23137;3cwb_D;2e9x_C;0;-;-;-;-;-1.0
23138;3cwb_D;2e9x_A;0;-;-;-;-;-1.0
23139;3cwb_D;2e9x_B;0;-;-;-;-;-1.0
23140;3cwb_D;2e9x_D;0;-;-;-;-;-1.0
23141;3cwb_D;2h0d_B;0;-;-;-;-;-1.0
23142;3cwb_D;2jz3_B;0;-;-;-;-;-1.0
23143;3cwb_D;2jz3_C;0;-;-;-;-;-1.0
23144;3cwb_D;2nl9_A;0;-;-;-;-;-1.0
23145;3cwb_D;2nl9_B;0;-;-;-;-;-1.0
23146;3cwb_D;2nnw_B;0;-;-;-;-;-1.0
23147;3cwb_D;2o8a_A;0;-;-;-;-;-1.0
23148;3cwb_D;2q7n_B;0;-;-;-;-;-1.0
23149;3cwb_D;2r9p_A;0;-;-;-;-;-1.0
23150;3cwb_D;2vgl_B;0;-;-;-;-;-1.0
23151;3cwb_D;3bc1_E;0;-;-;-;-;-1.0
23152;3cwb_D;3bt2_U;0;-;-;-;-;-1.0
23153;3cwb_D;3bc1_B;0;-;-;-;-;-1.0
23154;3cwb_D;3d0g_E;0;-;-;-;-;-1.0
23155;3cwb_D;3d48_R;0;-;-;-;-;-1.0
23156;3cwb_D;3d48_P;0;-;-;-;-;-1.0
23157;3cwb_D;3d85_C;0;-;-;-;-;-1.0
23158;3cwb_D;3d85_D;0;-;-;-;-;-1.0
23159;3cwb_D;3d85_B;0;-;-;-;-;-1.0
23160;3cwb_E;1avo_B;0;-;-;-;-;-1.0
23161;3cwb_D;3dgc_M;0;-;-;-;-;-1.0
23162;3cwb_E;1avo_A;0;-;-;-;-;-1.0
23163;3cwb_D;3d0g_A;0;-;-;-;-;-1.0
23164;3cwb_D;3dgc_S;0;-;-;-;-;-1.0
23165;3cwb_E;2zl1_A;0;-;-;-;-;-1.0
23166;3cwb_E;2zl1_B;0;-;-;-;-;-1.0
23167;3cwb_E;3bpl_B;0;-;-;-;-;-1.0
23168;3cwb_E;3c66_A;0;-;-;-;-;-1.0
23169;3cwb_E;1atn_D;0;-;-;-;-;-1.0
23170;3cwb_E;1atn_A;0;-;-;-;-;-1.0
23171;3cwb_E;1efv_A;0;-;-;-;-;-1.0
23172;3cwb_E;1efv_B;0;-;-;-;-;-1.0
23173;3cwb_E;1kfu_L;0;-;-;-;-;-1.0
23174;3cwb_E;1kfu_S;0;-;-;-;-;-1.0
23175;3cwb_E;1m3d_C;0;-;-;-;-;-1.0
23176;3cwb_E;1m3d_E;0;-;-;-;-;-1.0
23177;3cwb_E;1m3d_G;0;-;-;-;-;-1.0
23178;3cwb_E;1m3d_H;0;-;-;-;-;-1.0
23179;3cwb_D;3cwb_P;1;3cwb_0_1_D_1.pdb;3cwb_0_1_C_1.pdb;3cwb_D.pdb;3cwb_P_1.pdb;0.5514045494135615
23180;3cwb_E;1m3d_L;0;-;-;-;-;-1.0
23181;3cwb_E;1mhw_A;0;-;-;-;-;-1.0
23182;3cwb_E;1mhw_C;0;-;-;-;-;-1.0
23183;3cwb_E;1nci_A;0;-;-;-;-;-1.0
23184;3cwb_E;1nci_B;0;-;-;-;-;-1.0
23185;3cwb_E;1rkc_B;0;-;-;-;-;-1.0
23186;3cwb_E;1rkc_A;0;-;-;-;-;-1.0
23187;3cwb_E;1vyh_A;0;-;-;-;-;-1.0
23188;3cwb_E;1us7_A;0;-;-;-;-;-1.0
23189;3cwb_E;1vyh_C;0;-;-;-;-;-1.0
23190;3cwb_E;1wsu_B;0;-;-;-;-;-1.0
23191;3cwb_E;1wsu_C;0;-;-;-;-;-1.0
23192;3cwb_E;1wsu_D;0;-;-;-;-;-1.0
23193;3cwb_E;1wsu_A;0;-;-;-;-;-1.0
23194;3cwb_D;3cwb_P;2;3cwb_0_1_D_1.pdb;3cwb_0_1_C_1.pdb;3cwb_D.pdb;3cwb_P_2.pdb;0.5514036200250557
23195;3cwb_E;1y8n_B;0;-;-;-;-;-1.0
23196;3cwb_E;1yk1_E;0;-;-;-;-;-1.0
23197;3cwb_E;1yk1_A;0;-;-;-;-;-1.0
23198;3cwb_E;1y8n_A;0;-;-;-;-;-1.0
23199;3cwb_E;2bov_A;0;-;-;-;-;-1.0
23200;3cwb_E;2bov_B;0;-;-;-;-;-1.0
23201;3cwb_E;2c0l_A;0;-;-;-;-;-1.0
23202;3cwb_E;2c0l_B;0;-;-;-;-;-1.0
23203;3cwb_E;2c74_B;0;-;-;-;-;-1.0
23204;3cwb_E;2c74_A;0;-;-;-;-;-1.0
23205;3cwb_E;2dvw_B;0;-;-;-;-;-1.0
23206;3cwb_E;2dvw_A;0;-;-;-;-;-1.0
23207;3cwb_E;2gix_D;0;-;-;-;-;-1.0
23208;3cwb_E;2gix_A;0;-;-;-;-;-1.0
23209;3cwb_E;2gix_B;0;-;-;-;-;-1.0
23210;3cwb_E;2i1n_B;0;-;-;-;-;-1.0
23211;3cwb_D;3cwb_P;3;3cwb_0_1_D_1.pdb;3cwb_0_1_C_1.pdb;3cwb_D.pdb;3cwb_P_3.pdb;0.5514051785972716
23212;3cwb_E;2i1n_A;0;-;-;-;-;-1.0
23213;3cwb_E;2i32_E;0;-;-;-;-;-1.0
23214;3cwb_E;2i32_A;0;-;-;-;-;-1.0
23215;3cwb_E;2odb_A;0;-;-;-;-;-1.0
23216;3cwb_E;2p1m_A;0;-;-;-;-;-1.0
23217;3cwb_E;2pjy_C;0;-;-;-;-;-1.0
23218;3cwb_E;2pjy_B;0;-;-;-;-;-1.0
23219;3cwb_E;2nvu_C;0;-;-;-;-;-1.0
23220;3cwb_E;2pjy_A;0;-;-;-;-;-1.0
23221;3cwb_E;2q7n_A;0;-;-;-;-;-1.0
23222;3cwb_E;2rhk_A;0;-;-;-;-;-1.0
23223;3cwb_E;2rhk_C;0;-;-;-;-;-1.0
23224;3cwb_E;2r9p_E;0;-;-;-;-;-1.0
23225;3cwb_E;2z5h_B;0;-;-;-;-;-1.0
23226;3cwb_E;2z5h_I;0;-;-;-;-;-1.0
23227;3cwb_E;3bt2_B;0;-;-;-;-;-1.0
23228;3cwb_E;3brw_D;0;-;-;-;-;-1.0
23229;3cwb_E;3bt2_A;0;-;-;-;-;-1.0
23230;3cwb_E;3brw_B;0;-;-;-;-;-1.0
23231;3cwb_E;3d1m_A;0;-;-;-;-;-1.0
23232;3cwb_E;3byh_A;0;-;-;-;-;-1.0
23233;3cwb_E;3d1m_D;0;-;-;-;-;-1.0
23234;3cwb_E;3bpl_C;0;-;-;-;-;-1.0
23235;3cwb_E;3d2u_B;0;-;-;-;-;-1.0
23236;3cwb_E;3d2u_A;0;-;-;-;-;-1.0
23237;3cwb_E;1ezx_A;0;-;-;-;-;-1.0
23238;3cwb_E;1fnt_A;0;-;-;-;-;-1.0
23239;3cwb_E;1ezx_B;0;-;-;-;-;-1.0
23240;3cwb_E;1fnt_B;0;-;-;-;-;-1.0
23241;3cwb_E;1fnt_H;0;-;-;-;-;-1.0
23242;3cwb_E;1fnt_J;0;-;-;-;-;-1.0
23243;3cwb_E;1ezx_C;0;-;-;-;-;-1.0
23244;3cwb_E;1fnt_F;0;-;-;-;-;-1.0
23245;3cwb_E;1gl4_B;0;-;-;-;-;-1.0
23246;3cwb_E;1gl4_A;0;-;-;-;-;-1.0
23247;3cwb_E;1fnt_N;0;-;-;-;-;-1.0
23248;3cwb_E;1gc1_C;0;-;-;-;-;-1.0
23249;3cwb_E;1jjo_E;0;-;-;-;-;-1.0
23250;3cwb_E;1jjo_A;0;-;-;-;-;-1.0
23251;3cwb_E;1i7x_B;0;-;-;-;-;-1.0
23252;3cwb_E;1jjo_C;0;-;-;-;-;-1.0
23253;3cwb_E;1ku6_A;0;-;-;-;-;-1.0
23254;3cwb_E;1ku6_B;0;-;-;-;-;-1.0
23255;3cwb_E;1lya_B;0;-;-;-;-;-1.0
23256;3cwb_E;1lya_A;0;-;-;-;-;-1.0
23257;3cwb_E;1nt2_A;0;-;-;-;-;-1.0
23258;3cwb_E;1nme_B;0;-;-;-;-;-1.0
23259;3cwb_E;1nme_A;0;-;-;-;-;-1.0
23260;3cwb_E;1i7x_A;0;-;-;-;-;-1.0
23261;3cwb_E;1pyo_A;0;-;-;-;-;-1.0
23262;3cwb_E;1pyo_B;0;-;-;-;-;-1.0
23263;3cwb_E;1i7x_C;0;-;-;-;-;-1.0
23264;3cwb_E;1ya5_A;0;-;-;-;-;-1.0
23265;3cwb_E;1ya5_T;0;-;-;-;-;-1.0
23266;3cwb_E;2c63_B;0;-;-;-;-;-1.0
23267;3cwb_E;2c63_C;0;-;-;-;-;-1.0
23268;3cwb_E;2c63_D;0;-;-;-;-;-1.0
23269;3cwb_E;2e9w_A;0;-;-;-;-;-1.0
23270;3cwb_E;2e9w_C;0;-;-;-;-;-1.0
23271;3cwb_E;2gd4_H;0;-;-;-;-;-1.0
23272;3cwb_E;2gd4_L;0;-;-;-;-;-1.0
23273;3cwb_E;2iae_A;0;-;-;-;-;-1.0
23274;3cwb_E;2iae_B;0;-;-;-;-;-1.0
23275;3cwb_E;2jjs_C;0;-;-;-;-;-1.0
23276;3cwb_E;2jjs_A;0;-;-;-;-;-1.0
23277;3cwb_E;2nna_A;0;-;-;-;-;-1.0
23278;3cwb_E;2nna_B;0;-;-;-;-;-1.0
23279;3cwb_E;2nvu_B;0;-;-;-;-;-1.0
23280;3cwb_E;2ot3_B;0;-;-;-;-;-1.0
23281;3cwb_E;2pav_P;0;-;-;-;-;-1.0
23282;3cwb_E;2p1m_B;0;-;-;-;-;-1.0
23283;3cwb_E;2pav_A;0;-;-;-;-;-1.0
23284;3cwb_E;2v8q_A;0;-;-;-;-;-1.0
23285;3cwb_E;2v8q_E;0;-;-;-;-;-1.0
23286;3cwb_E;2v8q_B;0;-;-;-;-;-1.0
23287;3cwb_E;2z3q_B;0;-;-;-;-;-1.0
23288;3cwb_E;2z3q_C;0;-;-;-;-;-1.0
23289;3cwb_E;3c5j_B;0;-;-;-;-;-1.0
23290;3cwb_E;3c5j_A;0;-;-;-;-;-1.0
23291;3cwb_E;1aox_A;0;-;-;-;-;-1.0
23292;3cwb_E;1aox_B;0;-;-;-;-;-1.0
23293;3cwb_E;1apy_B;0;-;-;-;-;-1.0
23294;3cwb_E;1apy_A;0;-;-;-;-;-1.0
23295;3cwb_E;1ck4_A;0;-;-;-;-;-1.0
23296;3cwb_E;1ck4_B;0;-;-;-;-;-1.0
23297;3cwb_E;1f9e_B;0;-;-;-;-;-1.0
23298;3cwb_E;1f9e_A;0;-;-;-;-;-1.0
23299;3cwb_E;1ef1_A;0;-;-;-;-;-1.0
23300;3cwb_E;1ef1_C;0;-;-;-;-;-1.0
23301;3cwb_E;1ibc_A;0;-;-;-;-;-1.0
23302;3cwb_E;1ibc_B;0;-;-;-;-;-1.0
23303;3cwb_E;1lm5_A;0;-;-;-;-;-1.0
23304;3cwb_E;1ldk_A;0;-;-;-;-;-1.0
23305;3cwb_E;1m3d_A;0;-;-;-;-;-1.0
23306;3cwb_E;1ldk_B;0;-;-;-;-;-1.0
23307;3cwb_E;1m3d_B;0;-;-;-;-;-1.0
23308;3cwb_E;1m3d_F;0;-;-;-;-;-1.0
23309;3cwb_E;1m3d_D;0;-;-;-;-;-1.0
23310;3cwb_E;1rf3_B;0;-;-;-;-;-1.0
23311;3cwb_E;1r4m_I;0;-;-;-;-;-1.0
23312;3cwb_E;1r4m_B;0;-;-;-;-;-1.0
23313;3cwb_E;1us7_B;0;-;-;-;-;-1.0
23314;3cwb_E;1ydi_B;0;-;-;-;-;-1.0
23315;3cwb_E;1rf3_A;0;-;-;-;-;-1.0
23316;3cwb_E;2c9w_C;0;-;-;-;-;-1.0
23317;3cwb_E;2c63_A;0;-;-;-;-;-1.0
23318;3cwb_E;1ydi_A;0;-;-;-;-;-1.0
23319;3cwb_E;2d1x_A;0;-;-;-;-;-1.0
23320;3cwb_E;2d1x_B;0;-;-;-;-;-1.0
23321;3cwb_E;2d1x_C;0;-;-;-;-;-1.0
23322;3cwb_E;2djg_A;0;-;-;-;-;-1.0
23323;3cwb_E;2djg_B;0;-;-;-;-;-1.0
23324;3cwb_E;2djg_C;0;-;-;-;-;-1.0
23325;3cwb_E;2e9x_B;0;-;-;-;-;-1.0
23326;3cwb_E;2e9x_C;0;-;-;-;-;-1.0
23327;3cwb_E;2e9x_D;0;-;-;-;-;-1.0
23328;3cwb_E;2e9x_A;0;-;-;-;-;-1.0
23329;3cwb_E;2h0d_B;0;-;-;-;-;-1.0
23330;3cwb_E;2jz3_B;0;-;-;-;-;-1.0
23331;3cwb_E;2jz3_C;0;-;-;-;-;-1.0
23332;3cwb_E;2nnw_B;0;-;-;-;-;-1.0
23333;3cwb_E;2ot3_A;0;-;-;-;-;-1.0
23334;3cwb_E;2q7n_B;0;-;-;-;-;-1.0
23335;3cwb_E;2r9p_A;0;-;-;-;-;-1.0
23336;3cwb_E;2rgn_C;0;-;-;-;-;-1.0
23337;3cwb_E;2rgn_A;0;-;-;-;-;-1.0
23338;3cwb_E;2vgl_M;0;-;-;-;-;-1.0
23339;3cwb_E;2vgl_S;0;-;-;-;-;-1.0
23340;3cwb_E;2rgn_B;0;-;-;-;-;-1.0
23341;3cwb_E;2vgl_A;0;-;-;-;-;-1.0
23342;3cwb_E;2vp7_A;0;-;-;-;-;-1.0
23343;3cwb_E;2vp7_B;0;-;-;-;-;-1.0
23344;3cwb_E;2zch_P;0;-;-;-;-;-1.0
23345;3cwb_E;3bc1_E;0;-;-;-;-;-1.0
23346;3cwb_E;3bc1_B;0;-;-;-;-;-1.0
23347;3cwb_E;3bs5_B;0;-;-;-;-;-1.0
23348;3cwb_E;3bs5_A;0;-;-;-;-;-1.0
23349;3cwb_E;3ch5_B;0;-;-;-;-;-1.0
23350;3cwb_E;3bes_L;0;-;-;-;-;-1.0
23351;3cwb_E;3d48_R;0;-;-;-;-;-1.0
23352;3cwb_E;3d48_P;0;-;-;-;-;-1.0
23353;3cwb_E;1avf_P;0;-;-;-;-;-1.0
23354;3cwb_E;1avf_A;0;-;-;-;-;-1.0
23355;3cwb_E;1h2k_S;0;-;-;-;-;-1.0
23356;3cwb_E;1gc1_G;0;-;-;-;-;-1.0
23357;3cwb_E;1h2k_A;0;-;-;-;-;-1.0
23358;3cwb_E;1lm5_B;0;-;-;-;-;-1.0
23359;3cwb_E;1li1_A;0;-;-;-;-;-1.0
23360;3cwb_E;1h6v_A;0;-;-;-;-;-1.0
23361;3cwb_E;1li1_B;0;-;-;-;-;-1.0
23362;3cwb_E;1li1_C;0;-;-;-;-;-1.0
23363;3cwb_E;1h6v_B;0;-;-;-;-;-1.0
23364;3cwb_E;1li1_F;0;-;-;-;-;-1.0
23365;3cwb_E;1h6v_E;0;-;-;-;-;-1.0
23366;3cwb_E;1h6v_C;0;-;-;-;-;-1.0
23367;3cwb_E;1rvf_2;0;-;-;-;-;-1.0
23368;3cwb_E;1rvf_4;0;-;-;-;-;-1.0
23369;3cwb_E;1shw_A;0;-;-;-;-;-1.0
23370;3cwb_E;1shw_B;0;-;-;-;-;-1.0
23371;3cwb_E;3cwb_P;1;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_1.pdb;20.663150211734727
23372;3cwb_E;1rvf_3;0;-;-;-;-;-1.0
23373;3cwb_E;2c35_B;0;-;-;-;-;-1.0
23374;3cwb_E;2c9w_A;0;-;-;-;-;-1.0
23375;3cwb_E;2c35_A;0;-;-;-;-;-1.0
23376;3cwb_E;2nl9_A;0;-;-;-;-;-1.0
23377;3cwb_E;2o8a_A;0;-;-;-;-;-1.0
23378;3cwb_E;2nl9_B;0;-;-;-;-;-1.0
23379;3cwb_E;2vgl_B;0;-;-;-;-;-1.0
23380;3cwb_E;3bt2_U;0;-;-;-;-;-1.0
23381;3cwb_E;3d85_C;0;-;-;-;-;-1.0
23382;3cwb_E;3d0g_E;0;-;-;-;-;-1.0
23383;3cwb_E;3d85_D;0;-;-;-;-;-1.0
23384;3cwb_E;3d85_B;0;-;-;-;-;-1.0
23385;3cwb_E;3dgc_M;0;-;-;-;-;-1.0
23386;3cwb_E;3cwb_P;2;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_2.pdb;20.663150211734727
23387;3cwb_E;3dgc_S;0;-;-;-;-;-1.0
23388;3cwb_E;3d0g_A;0;-;-;-;-;-1.0
23389;2q7n_A;2rgn_A;0;-;-;-;-;-1.0
23390;2q7n_A;2rgn_C;0;-;-;-;-;-1.0
23391;2q7n_A;2vgl_M;0;-;-;-;-;-1.0
23392;2q7n_A;2vgl_B;0;-;-;-;-;-1.0
23393;2q7n_A;2vgl_S;0;-;-;-;-;-1.0
23394;2q7n_A;3brw_D;0;-;-;-;-;-1.0
23395;2q7n_A;3bs5_A;0;-;-;-;-;-1.0
23396;2q7n_A;3bs5_B;0;-;-;-;-;-1.0
23397;2q7n_A;3d1m_A;0;-;-;-;-;-1.0
23398;2q7n_A;3d2u_B;0;-;-;-;-;-1.0
23399;2q7n_A;3bt2_A;0;-;-;-;-;-1.0
23400;3cwb_T;1avo_B;0;-;-;-;-;-1.0
23401;3cwb_T;1atn_D;0;-;-;-;-;-1.0
23402;3cwb_E;3cwb_P;3;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_3.pdb;20.663150211734727
23403;3cwb_T;1avo_A;0;-;-;-;-;-1.0
23404;3cwb_T;1atn_A;0;-;-;-;-;-1.0
23405;3cwb_T;1mhw_C;0;-;-;-;-;-1.0
23406;3cwb_T;1mhw_A;0;-;-;-;-;-1.0
23407;3cwb_T;1rkc_B;0;-;-;-;-;-1.0
23408;3cwb_T;1rkc_A;0;-;-;-;-;-1.0
23409;3cwb_T;1wsu_C;0;-;-;-;-;-1.0
23410;3cwb_T;1wsu_D;0;-;-;-;-;-1.0
23411;3cwb_T;1wsu_B;0;-;-;-;-;-1.0
23412;3cwb_T;1wsu_A;0;-;-;-;-;-1.0
23413;3cwb_T;1yk1_E;0;-;-;-;-;-1.0
23414;3cwb_T;1yk1_A;0;-;-;-;-;-1.0
23415;3cwb_T;2bov_B;0;-;-;-;-;-1.0
23416;3cwb_T;2bov_A;0;-;-;-;-;-1.0
23417;3cwb_T;2i1n_A;0;-;-;-;-;-1.0
23418;3cwb_T;2i1n_B;0;-;-;-;-;-1.0
23419;3cwb_E;3cwb_P;4;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_4.pdb;20.66314377992729
23420;3cwb_T;2nvu_C;0;-;-;-;-;-1.0
23421;3cwb_T;2p1m_A;0;-;-;-;-;-1.0
23422;3cwb_T;2q7n_A;0;-;-;-;-;-1.0
23423;3cwb_T;2rhk_A;0;-;-;-;-;-1.0
23424;3cwb_T;2rhk_C;0;-;-;-;-;-1.0
23425;3cwb_T;2r9p_E;0;-;-;-;-;-1.0
23426;3cwb_T;2zl1_A;0;-;-;-;-;-1.0
23427;3cwb_T;2zl1_B;0;-;-;-;-;-1.0
23428;3cwb_T;2z5h_I;0;-;-;-;-;-1.0
23429;3cwb_T;2z5h_B;0;-;-;-;-;-1.0
23430;3cwb_T;3bt2_B;0;-;-;-;-;-1.0
23431;3cwb_T;3bpl_B;0;-;-;-;-;-1.0
23432;3cwb_T;3byh_A;0;-;-;-;-;-1.0
23433;3cwb_E;3cwb_P;5;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_5.pdb;20.663150211734727
23434;3cwb_T;3c66_A;0;-;-;-;-;-1.0
23435;3cwb_T;3bt2_A;0;-;-;-;-;-1.0
23436;3cwb_T;3bpl_C;0;-;-;-;-;-1.0
23437;3cwb_T;3d1m_A;0;-;-;-;-;-1.0
23438;3cwb_T;3d1m_D;0;-;-;-;-;-1.0
23439;3cwb_T;3d2u_B;0;-;-;-;-;-1.0
23440;3cwb_T;3d2u_A;0;-;-;-;-;-1.0
23441;3cwb_T;1efv_A;0;-;-;-;-;-1.0
23442;3cwb_T;1fnt_A;0;-;-;-;-;-1.0
23443;3cwb_T;1fnt_B;0;-;-;-;-;-1.0
23444;3cwb_T;1fnt_H;0;-;-;-;-;-1.0
23445;3cwb_T;1fnt_F;0;-;-;-;-;-1.0
23446;3cwb_T;1fnt_J;0;-;-;-;-;-1.0
23447;3cwb_T;1fnt_N;0;-;-;-;-;-1.0
23448;3cwb_T;1efv_B;0;-;-;-;-;-1.0
23449;3cwb_T;1gl4_A;0;-;-;-;-;-1.0
23450;3cwb_T;1gl4_B;0;-;-;-;-;-1.0
23451;3cwb_E;3cwb_P;6;3cwb_0_1_E_1.pdb;3cwb_0_1_P_1.pdb;3cwb_E.pdb;3cwb_P_6.pdb;20.663150211734727
23452;3cwb_T;1kfu_L;0;-;-;-;-;-1.0
23453;3cwb_T;1ku6_A;0;-;-;-;-;-1.0
23454;3cwb_T;1ku6_B;0;-;-;-;-;-1.0
23455;3cwb_T;1kfu_S;0;-;-;-;-;-1.0
23456;3cwb_T;1m3d_C;0;-;-;-;-;-1.0
23457;3cwb_T;1m3d_E;0;-;-;-;-;-1.0
23458;3cwb_T;1m3d_G;0;-;-;-;-;-1.0
23459;3cwb_T;1nci_A;0;-;-;-;-;-1.0
23460;3cwb_T;1m3d_H;0;-;-;-;-;-1.0
23461;3cwb_T;1m3d_L;0;-;-;-;-;-1.0
23462;3cwb_T;1nci_B;0;-;-;-;-;-1.0
23463;3cwb_T;1pyo_A;0;-;-;-;-;-1.0
23464;3cwb_T;1pyo_B;0;-;-;-;-;-1.0
23465;3cwb_T;1vyh_A;0;-;-;-;-;-1.0
23466;3cwb_T;1vyh_C;0;-;-;-;-;-1.0
23467;3cwb_T;1us7_A;0;-;-;-;-;-1.0
23468;3cwb_T;1y8n_B;0;-;-;-;-;-1.0
23469;3cwb_T;1ya5_A;0;-;-;-;-;-1.0
23470;3cwb_T;1y8n_A;0;-;-;-;-;-1.0
23471;3cwb_T;1ya5_T;0;-;-;-;-;-1.0
23472;3cwb_T;2c0l_B;0;-;-;-;-;-1.0
23473;3cwb_T;2c0l_A;0;-;-;-;-;-1.0
23474;3cwb_T;2c63_B;0;-;-;-;-;-1.0
23475;3cwb_T;2c63_C;0;-;-;-;-;-1.0
23476;3cwb_T;2c63_D;0;-;-;-;-;-1.0
23477;3cwb_T;2c74_B;0;-;-;-;-;-1.0
23478;3cwb_T;2c74_A;0;-;-;-;-;-1.0
23479;3cwb_T;2dvw_B;0;-;-;-;-;-1.0
23480;3cwb_T;2e9w_C;0;-;-;-;-;-1.0
23481;3cwb_T;2dvw_A;0;-;-;-;-;-1.0
23482;3cwb_T;2gd4_H;0;-;-;-;-;-1.0
23483;3cwb_T;2gd4_L;0;-;-;-;-;-1.0
23484;3cwb_T;2gix_D;0;-;-;-;-;-1.0
23485;3cwb_T;2gix_B;0;-;-;-;-;-1.0
23486;3cwb_T;2gix_A;0;-;-;-;-;-1.0
23487;3cwb_T;2i32_E;0;-;-;-;-;-1.0
23488;3cwb_T;2i32_A;0;-;-;-;-;-1.0
23489;3cwb_T;2nna_B;0;-;-;-;-;-1.0
23490;3cwb_T;2nvu_B;0;-;-;-;-;-1.0
23491;3cwb_T;2nna_A;0;-;-;-;-;-1.0
23492;3cwb_T;2odb_A;0;-;-;-;-;-1.0
23493;3cwb_T;2ot3_B;0;-;-;-;-;-1.0
23494;3cwb_T;2pav_P;0;-;-;-;-;-1.0
23495;3cwb_T;2p1m_B;0;-;-;-;-;-1.0
23496;3cwb_T;2pjy_B;0;-;-;-;-;-1.0
23497;3cwb_T;2pjy_C;0;-;-;-;-;-1.0
23498;3cwb_T;2pjy_A;0;-;-;-;-;-1.0
23499;3cwb_T;2v8q_E;0;-;-;-;-;-1.0
23500;3cwb_T;2z3q_C;0;-;-;-;-;-1.0
23501;3cwb_T;2z3q_B;0;-;-;-;-;-1.0
23502;3cwb_T;3brw_D;0;-;-;-;-;-1.0
23503;3cwb_T;3brw_B;0;-;-;-;-;-1.0
23504;3cwb_T;1apy_A;0;-;-;-;-;-1.0
23505;3cwb_T;1ck4_A;0;-;-;-;-;-1.0
23506;3cwb_T;1ck4_B;0;-;-;-;-;-1.0
23507;3cwb_T;1ezx_A;0;-;-;-;-;-1.0
23508;3cwb_T;1ezx_B;0;-;-;-;-;-1.0
23509;3cwb_T;1ezx_C;0;-;-;-;-;-1.0
23510;3cwb_T;1f9e_B;0;-;-;-;-;-1.0
23511;3cwb_T;1ef1_A;0;-;-;-;-;-1.0
23512;3cwb_T;1f9e_A;0;-;-;-;-;-1.0
23513;3cwb_T;1ef1_C;0;-;-;-;-;-1.0
23514;3cwb_T;1gc1_C;0;-;-;-;-;-1.0
23515;3cwb_T;1ibc_A;0;-;-;-;-;-1.0
23516;3cwb_T;1ibc_B;0;-;-;-;-;-1.0
23517;3cwb_T;1i7x_B;0;-;-;-;-;-1.0
23518;3cwb_T;1jjo_E;0;-;-;-;-;-1.0
23519;3cwb_T;1jjo_C;0;-;-;-;-;-1.0
23520;3cwb_T;1jjo_A;0;-;-;-;-;-1.0
23521;3cwb_T;1lm5_A;0;-;-;-;-;-1.0
23522;3cwb_T;1lya_B;0;-;-;-;-;-1.0
23523;3cwb_T;1lya_A;0;-;-;-;-;-1.0
23524;3cwb_T;1m3d_A;0;-;-;-;-;-1.0
23525;3cwb_T;1m3d_B;0;-;-;-;-;-1.0
23526;3cwb_T;1m3d_F;0;-;-;-;-;-1.0
23527;3cwb_T;1m3d_D;0;-;-;-;-;-1.0
23528;3cwb_T;1i7x_C;0;-;-;-;-;-1.0
23529;3cwb_T;1nt2_A;0;-;-;-;-;-1.0
23530;3cwb_T;1nme_A;0;-;-;-;-;-1.0
23531;3cwb_T;1i7x_A;0;-;-;-;-;-1.0
23532;3cwb_T;1nme_B;0;-;-;-;-;-1.0
23533;3cwb_T;1r4m_I;0;-;-;-;-;-1.0
23534;3cwb_T;1r4m_B;0;-;-;-;-;-1.0
23535;3cwb_T;1ydi_B;0;-;-;-;-;-1.0
23536;3cwb_T;1ydi_A;0;-;-;-;-;-1.0
