;Rec;Lig;negatome;hippie_value;Rec_nRes;Lig_nRes;Rec_clustID;Lig_clustID;Inter_70;Inter_90;Rec_expr_70;Lig_expr_70;n_inter_res_rec_70;n_inter_res_lig_70;n_cont_comp_70;Rec_expr_90;Lig_expr_90;n_inter_res_rec_90;n_inter_res_lig_90;n_cont_comp_90;nPoses;nPoseClust;nHighPose_lRMSD_70;nMediumPose_lRMSD_70;nAcceptablePose_lRMSD_70;nIncorrectPose_lRMSD_70;nHighPose_lRMSD_90;nMediumPose_lRMSD_90;nAcceptablePose_lRMSD_90;nIncorrectPose_lRMSD_90;min_lRMSD_70;max_lRMSD_70;min_lRMSD_90;max_lRMSD_90;nHighPose_iRMSD_70;nMediumPose_iRMSD_70;nAcceptablePose_iRMSD_70;nIncorrectPose_iRMSD_70;nHighPose_iRMSD_90;nMediumPose_iRMSD_90;nAcceptablePose_iRMSD_90;nIncorrectPose_iRMSD_90;min_iRMSD_70;max_iRMSD_70;min_iRMSD_90;max_iRMSD_90;nHighPose_fnat_70;nMediumPose_fnat_70;nAcceptablePose_fnat_70;nIncorrectPose_fnat_70;nHighPose_fnat_90;nMediumPose_fnat_90;nAcceptablePose_fnat_90;nIncorrectPose_fnat_90;min_fnat_70;max_fnat_70;min_fnat_90;max_fnat_90;nOkPose_intcov_70;nBadPose_intcov_70;min_intcov_70;max_intcov_70;nOkPose_intcov_90;nBadPose_intcov_90;min_intcov_90;max_intcov_90;deformation_rmsd_lig_70;deformation_rmsd_rec_70;deformation_rmsd_lig_90;deformation_rmsd_rec_90;howmanyxray
404;2zch_H;1ck4_B;False;-1.0;229;195;0;385;True;False;2b2x_0_1_H_1.pdb;2b2x_0_1_A_1.pdb;15;16;390;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;10.357412020934992;0.733037430286871;-1.0;-1.0;0
405;3bt2_A;3bt2_U;False;0.9;124;259;4799;3413;True;True;3bt2_0_2_A_1.pdb;3bt2_0_2_U_1.pdb;20;38;589;3bt2_0_2_A_1.pdb;3bt2_0_2_U_1.pdb;20;38;589;30161;0;0;0;0;30161;0;0;0;30161;12.3638;92.3274;12.3638;92.3274;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;9.285195894695175e-15;1.3470379333801274e-14;9.285195894695175e-15;1.3470379333801274e-14;0
406;2zch_H;1ck4_A;False;-1.0;229;193;0;385;True;False;2b2x_0_1_H_1.pdb;2b2x_0_1_A_1.pdb;15;16;390;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;10.357412020934992;0.6771774127159707;-1.0;-1.0;0
407;2zch_H;3d48_R;False;-1.0;229;195;0;4414;True;False;4i18_0_1_H_1.pdb;4i18_0_1_C_1.pdb;18;26;397;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;20.75640869065451;2.677392478737768;-1.0;-1.0;0
408;2odb_B;2odb_A;False;0.88;35;177;6806;230;True;True;2odb_0_4_B_2.pdb;2odb_0_4_A_2.pdb;22;29;738;2odb_0_4_B_2.pdb;2odb_0_4_A_2.pdb;22;29;738;15477;0;0;0;1;15476;0;0;1;15476;9.53938;1009.76;9.53938;1009.76;0;0;0;0;0;0;0;0;;;;;0;0;1;0;0;0;1;0;0.24390243902439024;0.24390243902439024;0.24390243902439024;0.24390243902439024;0;15477;0.41911764705882354;0.41911764705882354;0;15477;0.41911764705882354;0.41911764705882354;9.174821629476607e-15;1.105762061184926e-14;9.174821629476607e-15;1.105762061184926e-14;0
409;1aox_A;1aox_A;False;0.65;201;201;385;385;True;True;1aox_0_1_A_1.pdb;1aox_0_1_B_1.pdb;9;8;126;1aox_0_1_A_1.pdb;1aox_0_1_B_1.pdb;9;8;126;6992;0;0;0;2;6990;0;0;2;6990;5.9680599999999995;1015.97;5.9680599999999995;1015.97;0;0;0;2;0;0;0;2;4.82470732023526;5.348527044582407;4.82470732023526;5.348527044582407;0;1;0;1;0;1;0;1;0.0;0.3;0.0;0.3;0;6992;0.375;0.6129032258064516;0;6992;0.375;0.6129032258064516;5.958858204663553e-15;1.1368509178630313;5.958858204663553e-15;1.1368509178630313;0
410;2zch_H;1gc1_G;False;-1.0;229;297;0;1554;True;False;1gc1_0_1_H_1.pdb;1gc1_0_1_G_1.pdb;14;11;242;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;20.250703533049965;1.134855367150993e-13;-1.0;-1.0;0
411;2zch_H;2nl9_A;False;-1.0;229;140;0;239;True;False;6qb6_0_1_H_1.pdb;6qb6_0_1_A_1.pdb;19;17;444;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;13.188005507649976;1.5444807804966247;-1.0;-1.0;0
412;2zch_H;3bt2_U;False;-1.0;229;259;0;3413;True;False;3bt2_0_2_H_1.pdb;3bt2_0_2_U_1.pdb;9;16;284;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;8.727745724226512;7.112905639583907e-14;-1.0;-1.0;0
413;2zch_H;3d85_B;False;-1.0;229;216;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;6.330931514813865;9.863838795529208;-1.0;-1.0;0
414;2zch_H;3d85_C;False;-1.0;229;133;0;4225;True;False;3d85_0_1_B_1.pdb;3d85_0_1_C_1.pdb;16;15;318;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;7.03581516752046;2.8077902495839567e-14;-1.0;-1.0;0
415;1gc1_C;1gc1_G;False;-1.0;181;297;985;1554;True;True;1gc1_0_1_C_1.pdb;1gc1_0_1_G_1.pdb;25;30;598;1gc1_0_1_C_1.pdb;1gc1_0_1_G_1.pdb;25;30;598;106504;0;0;0;0;106504;0;0;0;106504;10.6762;1037.64;10.6762;1037.64;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.0987132817956343e-14;1.476369662150095e-14;1.0987132817956343e-14;1.476369662150095e-14;0
416;2zch_H;3dgc_M;False;-1.0;229;141;0;5074;True;False;3q1s_0_1_H_1.pdb;3q1s_0_1_I_1.pdb;21;16;388;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;17.813404282711467;2.50162007159156;-1.0;-1.0;0
417;2zch_H;3d85_D;False;-1.0;229;290;0;3527;True;False;3hmx_0_1_H_1.pdb;3hmx_0_1_A_1.pdb;19;17;333;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;12.775324476840696;1.660256305622413;-1.0;-1.0;0
418;2v8q_A;2v8q_E;False;-1.0;102;304;10020;1306;True;True;2v8q_0_1_A_1.pdb;2v8q_0_1_E_1.pdb;17;21;344;2v8q_0_1_A_1.pdb;2v8q_0_1_E_1.pdb;17;21;344;26024;0;0;0;0;26024;0;0;0;26024;15.6007;1029.87;15.6007;1029.87;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.7527893565161084e-14;2.5624003999142206e-14;1.7527893565161084e-14;2.5624003999142206e-14;0
419;2uzi_H;3d2u_B;False;-1.0;114;99;4;7;True;False;4kdt_0_1_A_1.pdb;4kdt_0_1_D_1.pdb;18;17;368;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;6.783676275678515;1.7227660719251552;-1.0;-1.0;0
420;2uzi_H;3d85_C;False;-1.0;114;133;4;4225;True;False;4grw_0_2_F_1.pdb;4grw_0_2_C_1.pdb;23;23;433;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;7.127870012528503;1.1516749727221127;-1.0;-1.0;0
421;3cwb_A;3cwb_P;False;-1.0;443;379;729;614;True;True;3cwb_0_1_A_1.pdb;3cwb_0_1_C_1.pdb;10;14;159;3cwb_0_1_A_1.pdb;3cwb_0_1_C_1.pdb;10;14;159;35735;0;0;0;0;35735;0;0;0;35735;17.131;177.708;17.131;177.708;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.336686140705491e-14;0.1691230568757843;1.336686140705491e-14;0.1691230568757843;0
422;2uzi_H;2rgn_C;False;-1.0;114;177;4;230;True;False;6sge_0_1_B_1.pdb;6sge_0_1_A_1.pdb;21;0;1989;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;6.488622268493344;1.9236027593363736;-1.0;-1.0;0
423;2zch_L;3bpl_B;False;-1.0;215;202;0;10237;True;False;6oel_0_1_L_1.pdb;6oel_0_1_B_1.pdb;6;7;99;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;21.607200560407765;0.8288780049564467;-1.0;-1.0;0
424;2uzi_H;3d85_D;False;-1.0;114;290;4;3527;True;False;4grw_0_2_F_1.pdb;4grw_0_2_D_1.pdb;4;4;89;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;7.127870012528503;1.6833353416613752;-1.0;-1.0;0
425;2zch_L;3bpl_C;False;-1.0;215;194;0;3958;True;False;6oel_0_1_L_1.pdb;6oel_0_1_C_1.pdb;11;7;76;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;21.607200560407765;0.8227939750878311;-1.0;-1.0;0
426;2zch_H;3d1m_A;False;-1.0;229;148;0;2025;True;False;3mxw_0_1_H_1.pdb;3mxw_0_1_A_1.pdb;11;17;290;-;-;0;0;0;23128;0;0;0;4;23124;0;0;0;0;8.89541;115.09;-1.0;-1.0;0;0;0;4;0;0;0;0;6.1337563434106706;8.098433006064209;-1.0;-1.0;0;0;0;4;0;0;0;0;0.0;0.0;-1.0;-1.0;0;23128;0.07142857142857142;0.14285714285714285;0;0;-1.0;-1.0;3.8704019252309156;0.4037986327512034;-1.0;-1.0;0
427;2zch_L;1ezx_A;False;-1.0;215;335;0;229;True;False;6hx4_0_2_L_1.pdb;6hx4_0_2_B_1.pdb;5;7;117;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.7626206777531077;9.075268854795452;-1.0;-1.0;0
428;2zch_L;3d1m_A;False;-1.0;215;148;0;2025;True;False;3mxw_0_1_L_1.pdb;3mxw_0_1_A_1.pdb;12;13;191;-;-;0;0;0;7425;0;0;0;0;7425;0;0;0;0;25.9622;107.31;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.136804680661566;0.40379863275120337;-1.0;-1.0;0
429;2zch_L;2jjs_C;False;-1.0;215;115;0;5040;True;False;5tzt_0_1_B_1.pdb;5tzt_0_1_D_1.pdb;8;6;94;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;12.570049401632089;0.6095250313934873;-1.0;-1.0;0
430;2zch_L;2jjs_A;False;-1.0;215;116;0;2758;True;False;6bit_0_1_K_1.pdb;6bit_0_1_H_1.pdb;12;15;183;-;-;0;0;0;15135;0;0;0;0;15135;0;0;0;0;21.3086;1011.17;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.390318079159344;1.7479460908608933;-1.0;-1.0;0
431;2zch_L;1ck4_A;False;-1.0;215;193;0;385;True;False;2b2x_0_1_L_1.pdb;2b2x_0_1_A_1.pdb;11;12;241;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;8.243890133456908;0.6771774127159697;-1.0;-1.0;0
432;2zch_L;2pjy_A;False;-1.0;215;112;0;896;True;False;3eo1_0_1_A_1.pdb;3eo1_0_1_C_1.pdb;8;3;71;-;-;0;0;0;28766;0;0;0;0;28766;0;0;0;0;23.4964;1057.03;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;4.22179657600467;0.808282237563573;-1.0;-1.0;0
433;2zch_L;1ck4_B;False;-1.0;215;195;0;385;True;False;2b2x_0_1_L_1.pdb;2b2x_0_1_A_1.pdb;11;12;241;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;8.243890133456908;0.7330374302868704;-1.0;-1.0;0
434;3cwb_T;3cwb_P;False;-1.0;79;379;726;614;True;True;3cwb_0_1_T_1.pdb;3cwb_0_1_P_1.pdb;22;27;432;3cwb_0_1_T_1.pdb;3cwb_0_1_P_1.pdb;22;27;432;26559;0;0;0;0;26559;0;0;0;26559;19.5941;1022.67;19.5941;1022.67;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.9687567527570362e-14;3.1460455458456896e-14;1.9687567527570362e-14;3.1460455458456896e-14;0
435;2zch_L;1gc1_G;False;-1.0;215;297;0;1554;True;False;1gc1_0_1_L_1.pdb;1gc1_0_1_G_1.pdb;2;6;45;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;5.126218228746722;7.510926690279889e-14;-1.0;-1.0;0
436;2zch_H;3d0g_E;False;-1.0;229;173;0;3516;True;False;2dd8_0_1_H_1.pdb;2dd8_0_1_S_1.pdb;16;14;303;-;-;0;0;0;30889;0;0;0;2;30887;0;0;0;0;8.42256;1044.58;-1.0;-1.0;0;0;0;2;0;0;0;0;5.557208706236161;6.684055506738254;-1.0;-1.0;0;0;0;2;0;0;0;0;0.0;0.0;-1.0;-1.0;0;30889;0.0;0.0;0;0;-1.0;-1.0;4.1039609107080555;1.457640369589869;-1.0;-1.0;0
437;1gc1_C;3c5j_A;False;-1.0;181;178;985;198;True;True;3s5l_0_1_G_1.pdb;3s5l_0_1_A_1.pdb;5;12;121;3s5l_0_1_G_1.pdb;3s5l_0_1_A_1.pdb;5;12;121;90337;0;0;1;6;90330;0;1;6;90330;4.9502;107.964;4.9502;107.964;0;0;1;6;0;0;1;6;2.7049179914456043;9.126684169899772;2.7049179914456043;9.126684169899772;0;0;1;6;0;0;1;6;-1.0;0.15384615384615385;-1.0;0.15384615384615385;1;90336;-1.0;0.868421052631579;1;90336;-1.0;0.868421052631579;1.166484319296169;0.4810630762182281;1.166484319296169;0.4810630762182281;0
438;2zch_L;3d85_B;False;-1.0;215;216;0;0;True;False;2zch_0_1_L_1.pdb;2zch_0_1_H_1.pdb;51;47;1104;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;7.876718377272185e-15;7.035815167520462;-1.0;-1.0;0
439;2zch_H;2zch_P;False;-1.0;229;237;0;5;True;False;3qum_0_1_H_1.pdb;3qum_0_1_P_1.pdb;14;26;376;-;-;0;0;0;25559;0;0;0;3;25556;0;0;0;0;8.09967;236.90400000000002;-1.0;-1.0;0;0;0;3;0;0;0;0;7.314373458213386;7.985055143241316;-1.0;-1.0;0;0;0;3;0;0;0;0;0.0;0.0;-1.0;-1.0;0;25559;0.18;0.36;0;0;-1.0;-1.0;1.5181865244793913;2.744235534703838;-1.0;-1.0;0
440;2zch_L;3d0g_E;False;-1.0;215;173;0;3516;True;False;3bgf_0_2_L_1.pdb;3bgf_0_2_S_1.pdb;4;9;122;-;-;0;0;0;9835;0;0;0;0;9835;0;0;0;0;16.4646;123.86200000000001;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.2230412654313523;1.5989116259389369;-1.0;-1.0;0
441;2v17_L;3bpl_B;False;-1.0;214;202;0;10237;True;False;6oel_0_1_L_1.pdb;6oel_0_1_B_1.pdb;6;7;99;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;21.383890594618638;0.8288780049564484;-1.0;-1.0;0
442;1gc1_G;1gc1_G;False;-1.0;297;297;1554;1554;True;True;2b4c_0_2_G_4.pdb;2b4c_0_2_G_2.pdb;28;28;646;2ny7_0_5_G_2.pdb;2ny7_0_5_G_1.pdb;24;24;481;54457;0;0;0;1;54456;0;0;1;54456;9.79257;1052.73;8.60418;1047.86;0;0;0;0;0;0;0;0;;;;;0;0;0;1;0;0;0;1;0.0;0.0;0.0;0.0;0;54457;0.0967741935483871;0.0967741935483871;0;54457;0.3448275862068966;0.3448275862068966;2.149597563556736;2.1495960911713103;4.278235034739684;4.27822716771149;0
443;2zch_L;3d85_C;False;-1.0;215;133;0;4225;True;False;3d85_0_1_A_1.pdb;3d85_0_1_C_1.pdb;7;10;234;-;-;0;0;0;4950;0;0;0;0;4950;0;0;0;0;20.6394;119.882;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.8187592981630656;5.468264888840654e-14;-1.0;-1.0;0
444;2zch_L;3d48_R;False;-1.0;215;195;0;4414;True;False;4i18_0_1_L_1.pdb;4i18_0_1_C_1.pdb;5;6;91;-;-;0;0;0;12189;0;0;0;0;12189;0;0;0;0;33.7495;1040.59;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.4171666582129407;2.6773924787377665;-1.0;-1.0;0
445;2v17_L;3bpl_C;False;-1.0;214;194;0;3958;True;False;6oel_0_1_L_1.pdb;6oel_0_1_C_1.pdb;11;7;76;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;21.383890594618638;0.8227939750878314;-1.0;-1.0;0
446;2v17_L;1ezx_A;False;-1.0;214;335;0;229;True;False;6hx4_0_2_L_1.pdb;6hx4_0_2_B_1.pdb;5;7;117;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.8116507694644417;9.07526885479545;-1.0;-1.0;0
447;2v17_L;2jjs_C;False;-1.0;214;115;0;5040;True;False;5tzt_0_1_B_1.pdb;5tzt_0_1_D_1.pdb;8;6;94;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;12.774764943243483;0.6095250313934887;-1.0;-1.0;0
448;2v17_L;3d1m_A;False;-1.0;214;148;0;2025;True;False;3mxw_0_1_L_1.pdb;3mxw_0_1_A_1.pdb;12;13;191;-;-;0;0;0;7068;0;0;0;0;7068;0;0;0;0;26.4723;108.87100000000001;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;3.66133578140769;0.40379863275120353;-1.0;-1.0;0
449;2zch_L;3d85_D;False;-1.0;215;290;0;3527;True;False;3hmx_0_1_L_1.pdb;3hmx_0_1_A_1.pdb;10;14;157;-;-;0;0;0;7960;0;0;0;0;7960;0;0;0;0;32.5777;1066.21;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.5181759834024375;1.6602563056224036;-1.0;-1.0;0
450;2v17_L;1ck4_A;False;-1.0;214;193;0;385;True;False;2b2x_0_1_L_1.pdb;2b2x_0_1_A_1.pdb;11;12;241;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;8.292849516427305;0.6771774127159734;-1.0;-1.0;0
451;2zch_L;3bt2_U;False;-1.0;215;259;0;3413;True;False;3bt2_0_2_L_1.pdb;3bt2_0_2_U_1.pdb;6;8;173;-;-;0;0;0;7981;0;0;0;0;7981;0;0;0;0;38.7646;132.067;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;3.2939496337690946;4.913479507295603e-14;-1.0;-1.0;0
452;2v17_L;1ck4_B;False;-1.0;214;195;0;385;True;False;2b2x_0_1_L_1.pdb;2b2x_0_1_A_1.pdb;11;12;241;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;8.292849516427305;0.7330374302868726;-1.0;-1.0;0
453;2v17_L;2jjs_A;False;-1.0;214;116;0;2758;True;False;6bit_0_1_K_1.pdb;6bit_0_1_H_1.pdb;12;15;183;-;-;0;0;0;9801;0;0;0;0;9801;0;0;0;0;37.9421;362.559;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.338305964953392;1.7479460908608941;-1.0;-1.0;0
